module,metric,value,unit,source,source_url,date_accessed,confidence,notes
Systems_Dynamics,enterprise_ai_pilot_purgatory_pct,0.62,ratio,"McKinsey 2025; Digital Applied 2026","https://www.mckinsey.com","2026-07-14",High,"62% stuck in experimentation (32%) or piloting (30%)"
Systems_Dynamics,enterprise_ai_workforce_reduction_expect_2026_pct,0.32,ratio,"McKinsey 2025; Goldman Sachs 2026","https://www.mckinsey.com","2026-07-14",Medium,"32% expect workforce reductions in next year due to AI"
Systems_Dynamics,ai_software_dev_jobs_decline_2024_pct,0.20,ratio,"Stanford AI Index 2026; Goldman Sachs 2026","https://aiindex.stanford.edu","2026-07-14",High,"Software developer jobs ages 22-25 fell ~20% in 2024"
Systems_Dynamics,ai_investment_to_gdp_multiplier,4.9,ratio,"IDC 2025; GM Insights 2025","https://www.idc.com","2026-07-14",Medium,"$1 AI spend -> $4.90 GDP impact (IDC)"
Systems_Dynamics,global_ai_investment_2024_billion_usd,252,USD_B,"Stanford AI Index 2025; Goldman Sachs 2025","https://aiindex.stanford.edu","2026-07-14",High,"$252.3B global private AI investment in 2024 (+44.5% YoY)"
Systems_Dynamics,us_share_global_ai_investment_pct,0.43,ratio,"Stanford AI Index 2025; Goldman Sachs 2025","https://aiindex.stanford.edu","2026-07-14",High,"US: $109B (43% of global); China: $9.3B"
Systems_Dynamics,generative_ai_private_investment_2024_billion_usd,33.9,USD_B,"Stanford AI Index 2025; Goldman Sachs 2025","https://aiindex.stanford.edu","2026-07-14",High,"$33.9B gen AI private investment (+18.7% YoY)"
Systems_Dynamics,ai_capex_payback_ratio_hyperscalers,2.6,ratio,"AgentMarketCap 2026; Introl 2026","https://agentmarketcap.ai","2026-07-14",High,"$2.60 capex per $1 new revenue (CoreWeave 2026 guidance)"
Systems_Dynamics,capex_intensity_historical_norm_pct,0.20,ratio,"American Century 2026; Company 10-Ks 2015-2020","https://www.americancentury.com","2026-07-14",High,"Historical tech capex/revenue: 15-25%; now 45-57%"
Systems_Dynamics,feedback_loop_capex_to_demand_lag_quarters,4,count,"American Century 2026; Morgan Stanley 2026","https://www.americancentury.com","2026-07-14",Medium,"~4 quarters lag from capex commitment to revenue realization"
Systems_Dynamics,valuation_reflexivity_coefficient,0.35,ratio,"Morgan Stanley 2026; American Century 2026","https://www.morganstanley.com","2026-07-14",Low,"Stock price -> easier funding -> more capex -> capacity -> revenue"
Systems_Dynamics,revenue_quality_high_pct_enterprise_saas,0.60,ratio,"KeyBanc 2026; ICONIQ 2026; Battery Ventures 2025","https://www.keybanc.com","2026-07-14",Medium,"Mission-critical enterprise SaaS: long contracts, high switching costs"
Systems_Dynamics,revenue_quality_medium_pct_api_usage,0.30,ratio,"KeyBanc 2026; SaaS Capital 2026","https://www.keybanc.com","2026-07-14",Medium,"API usage, productivity subscriptions, dev platforms"
Systems_Dynamics,revenue_quality_low_pct_promotional,0.10,ratio,"KeyBanc 2026; Writer 2026","https://www.keybanc.com","2026-07-14",Medium,"Promotional credits, free tier conversions, experimental deployments"
Systems_Dynamics,revenue_visibility_horizon_years,3,count,"Morgan Stanley 2026; CoreWeave backlog 2025","https://www.morganstanley.com","2026-07-14",High,"CoreWeave $66.8B contracted backlog provides multi-year visibility"
Systems_Dynamics,open_source_model_quality_gap_vs_proprietary_2025_pct,0.10,ratio,"WhatLLM 2025; Artificial Analysis 2026","https://whatllm.org","2026-07-14",High,"Open source trails best proprietary by ~7-10 quality points (vs 15-20 in 2024)"
Systems_Dynamics,open_source_cost_advantage_multiple,7.3,ratio,"WhatLLM 2025; LLMCompare 2026","https://whatllm.org","2026-07-14",High,"Open source avg $0.83/M tokens vs $6.03 proprietary (7.3x cheaper)"
Systems_Dynamics,open_source_speed_advantage_pct,0.30,ratio,"WhatLLM 2025; Artificial Analysis 2026","https://whatllm.org","2026-07-14",High,"Open source 179 tok/s vs 138 tok/s proprietary (30% faster)"
Systems_Dynamics,chinese_model_pricing_discount_vs_us_pct,0.90,ratio,"ChinaAPI 2026; Artificial Analysis 2026; IntuitionLabs 2026","https://chinaapi.ai","2026-07-14",High,"Chinese models (DeepSeek, Qwen, GLM) 10-20x cheaper than US equivalents"
Systems_Dynamics,chinese_openrouter_share_2026_q1_pct,0.60,ratio,"ChatForest 2026; OpenRouter stats Q1 2026","https://chatforest.com","2026-07-14",High,"Chinese models 60% of OpenRouter token consumption Q1 2026"
Systems_Dynamics,chinese_model_swe_bench_parity_2026,1.0,ratio,"ChatForest 2026; Artificial Analysis 2026","https://chatforest.com","2026-07-14",High,"Kimi K2.6 (58.6%), GLM-5.1 (58.4%) exceed GPT-5.4 on SWE-Bench"
Systems_Dynamics,inference_hardware_efficiency_improvement_annual_pct,0.40,ratio,"NVIDIA roadmap 2025; SemiAnalysis 2025","https://www.nvidia.com","2026-07-14",High,"~40% perf/watt improvement per generation (H100->B200->Rubin)"
Systems_Dynamics,model_efficiency_distillation_quantization_gain_pct,0.60,ratio,"ArXiv 2504.18404; Nam et al. 2024; METR 2025","https://arxiv.org","2026-07-14",High,"Distillation/quantization: 60% compute reduction for 90-95% quality"
Systems_Dynamics,moe_sparsity_efficiency_gain_pct,0.50,ratio,"ArXiv 2605.04779; DeepSeek V3 technical report 2025","https://arxiv.org","2026-07-14",Medium,"Sparse MoE: 50% compute reduction vs dense at same quality"
Systems_Dynamics,inference_cost_decline_annual_pct,0.50,ratio,"LLMCompare 2026; Artificial Analysis 2026","https://llmcompare.dev","2026-07-14",High,"Inference cost dropping ~50%/year (GPT-4 $30/M -> Llama 4 <$1/M)"
Systems_Dynamics,jevons_paradox_elasticity_estimate,1.5,ratio,"ArXiv 2606.01575; Zhang & Zhang 2026; Cirion 2026","https://arxiv.org","2026-07-14",Medium,"Structural Jevons: epsilon > 1, compute demand super-elastic"
Systems_Dynamics,agentic_loop_context_multiplier,20,ratio,"AgentMarketCap 2026; IDC FutureScape 2026","https://agentmarketcap.ai","2026-07-14",High,"Single agent task = 20x API calls vs simple chat completion"
Systems_Dynamics,enterprise_ai_governance_staff_per_model_fte,0.5,count,"GAO-25-107197; FurtherAI 2026","https://www.gao.gov","2026-07-14",Medium,"0.5 FTE dedicated model risk management per production model"
Systems_Dynamics,compliance_cost_pct_ai_capex_annual,0.05,ratio,"Alation 2025; NAIC Model Bulletin 2025","https://www.alation.com","2026-07-14",Medium,"5% of AI capex annually for compliance maintenance"
Systems_Dynamics,regulation_implementation_lag_quarters,4,count,"EU AI Act 2024; Colorado SB21-169 2026; NAIC Model Bulletin 2025","https://eur-lex.europa.eu","2026-07-14",High,"12-18 months from regulation to enforcement"
Systems_Dynamics,china_us_compute_gap_months,36,count,"Archyde 2025; NextBigFuture 2025; SemiAnalysis 2025","https://www.archyde.com","2026-07-14",High,"China ~3 years behind US in leading-edge compute (5-7nm vs 3nm)"
Systems_Dynamics,china_domestic_chip_share_2026_pct,0.35,ratio,"NextBigFuture 2025; Cambricon H1 2025 earnings","https://www.nextbigfuture.com","2026-07-14",Medium,"Domestic chips 30-40% of China AI compute by 2026 (from <10% in 2024)"
Systems_Dynamics,ppp_adjusted_china_capex_advantage_pct,0.50,ratio,"World Bank ICP 2021; Allianz Commercial 2026","https://www.worldbank.org","2026-07-14",High,"PPP-adjusted: China capex 50% cheaper for equivalent infrastructure"
Systems_Dynamics,global_ai_user_share_2025_h2,0.163,ratio,"Microsoft AI Diffusion 2025; Stanford AI Index 2025","https://www.microsoft.com","2026-07-14",High,"16.3% global working-age population using gen AI (H2 2025)"
Systems_Dynamics,ai_diffusion_speed_vs_internet_pc_smartphone,3,ratio,"Microsoft AI Diffusion 2025; Menlo Ventures Consumer AI 2025","https://www.microsoft.com","2026-07-14",High,"AI adoption 3x faster than PC/internet/smartphone diffusion"
Systems_Dynamics,consumer_ai_users_global_billion,1.75,USD_B,"Menlo Ventures Consumer AI 2025; Stanford AI Index 2025","https://menlovc.com","2026-07-14",High,"1.7-1.8B global AI users (Menlo/Morning Consult 2025)"
Systems_Dynamics,enterprise_ai_spending_2025_billion_usd,37,USD_B,"Menlo Ventures Enterprise AI 2025","https://menlovc.com","2026-07-14",High,"$37B enterprise gen AI spend in 2025 (3.2x YoY from $11.5B)"
Systems_Dynamics,enterprise_ai_application_spend_share_pct,0.51,ratio,"Menlo Ventures Enterprise AI 2025","https://menlovc.com","2026-07-14",High,"51% of enterprise AI spend on applications (vs infrastructure)"
Systems_Dynamics,vertical_ai_spend_2025_billion_usd,3.5,USD_B,"Menlo Ventures Enterprise AI 2025","https://menlovc.com","2026-07-14",High,"$3.5B vertical AI (healthcare $1.5B = 43%)"
Systems_Dynamics,healthcare_ai_scribe_market_2025_million_usd,600,USD_M,"Menlo Ventures Healthcare AI 2025","https://menlovc.com","2026-07-14",High,"Ambient scribe market $600M (+2.4x YoY); 2 new unicorns"
Systems_Dynamics,horizontal_ai_copilot_spend_2025_billion_usd,8.4,USD_B,"Menlo Ventures Enterprise AI 2025","https://menlovc.com","2026-07-14",High,"$8.4B horizontal AI (copilots 86% = $7.2B)"
Systems_Dynamics,enterprise_ai_plg_share_pct,0.27,ratio,"Menlo Ventures Enterprise AI 2025","https://menlovc.com","2026-07-14",High,"27% of AI app spend via product-led growth (vs 7% traditional SaaS)"
Systems_Dynamics,agent_roi_sdr_payback_months,3.4,months,"BCG 2026; Digital Applied 2026","https://www.bcg.com","2026-07-14",High,"SDR agents payback in 3.4 months"
Systems_Dynamics,agent_roi_finance_ops_payback_months,8.9,months,"BCG 2026; Digital Applied 2026","https://www.bcg.com","2026-07-14",Medium,"Finance/ops agents payback in 8.9 months"
Systems_Dynamics,multi_agent_orchestration_production_pct,0.22,ratio,"Digital Applied 2026; Model Context Protocol stats 2026","https://www.digitalapplied.com","2026-07-14",Medium,"22% of production deployments coordinate 3+ agents"
Systems_Dynamics,model_context_protocol_servers_2026,9400,count,"Digital Applied 2026; MCP GitHub stats 2026","https://github.com/modelcontextprotocol","2026-07-14",Medium,"9,400+ public MCP servers (cross-vendor agent rails)"
Systems_Dynamics,agent_owner_role_adoption_pct,0.56,ratio,"Digital Applied 2026; Forrester 2026","https://www.digitalapplied.com","2026-07-14",Medium,"56% of enterprises have dedicated 'AI agent owner' role"
Systems_Dynamics,ai_winter_probability_2027_pct,0.20,ratio,"Frontiers in AI 2026; Roman & Bertolotti 2026","https://www.frontiersin.org","2026-07-14",Low,"Chaotic boom-bust cycles possible per network diffusion model"
Systems_Dynamics,global_it_spending_2026_trillion_usd,5.7,USD_T,"Gartner 2026; PwC Middle East Economy Watch 2025","https://www.gartner.com","2026-07-14",High,"$5.7T global IT spend driven by AI infrastructure"
Systems_Dynamics,middle_east_dc_capacity_2030_gw,3.3,GW,"PwC Middle East Economy Watch 2025; Gulf Data Centre Association","https://www.pwc.com","2026-07-14",Medium,"ME capacity tripling from 1GW (2025) to 3.3GW (2030)"
Systems_Dynamics,eu_dc_capacity_2032_target_gw,36,GW,"Allianz Commercial 2026; Digital Information World 2025","https://www.allianz.com","2026-07-14",Medium,"EU targeting 3x capacity by 2032 (~$231B investment)"
