module,metric,value,unit,source,source_url,date_accessed,confidence,notes
Physical_Infra_Constraints,tsmc_cowos_capacity_2026_wpm,100000,WPM,"TSMC earnings Q1 2025 guidance; Nomad Semi 2025","https://www.tsmc.com","2026-07-14",Medium,"Target 100k+ WPM by end 2026"
Physical_Infra_Constraints,nvidia_h100_annual_units_2024,2000000,units,"NVIDIA FY2025 earnings; TrendForce H100 shipment tracker 2025","https://www.nvidia.com","2026-07-14",High,"~2M H100/H200 units shipped in 2024"
Physical_Infra_Constraints,nvidia_b200_annual_units_2025,500000,units,"NVIDIA GTC 2025 guidance; Blackwell supply chain tracker","https://www.nvidia.com","2026-07-14",Medium,"B200/GB200 ramp starting H2 2025"
Physical_Infra_Constraints,hbm3e_capacity_gb_per_gpu_2025,192,GB,"SK Hynix/Samsung/Micron HBM3E datasheets 2025","https://www.skhynix.com","2026-07-14",High,"B200: 192GB HBM3E (8 stacks x 24GB)"
Physical_Infra_Constraints,hbm_production_volume_2025_gb,500000000,GB,"SK Hynix/Samsung/Micron earnings 2025; TrendForce HBM tracker","https://www.skhynix.com","2026-07-14",Medium,"~500M GB HBM3/3E production in 2025"
Physical_Infra_Constraints,data_center_construction_time_months,36,months,"CBRE Data Center Trends H1 2025; DC Byte 2025","https://www.cbre.com","2026-07-14",High,"Greenfield: 36-48 months from site selection to operational"
Physical_Infra_Constraints,data_center_construction_time_months_min,24,months,"CBRE H1 2025; DC Byte 2025","https://www.cbre.com","2026-07-14",Medium,"Best case: 24 months for powered shell + fit-out"
Physical_Infra_Constraints,skilled_labor_shortage_pct_projects_affected,0.40,percent,"AGC Construction Outlook 2025; DC Byte Labor Survey 2025","https://www.agc.org","2026-07-14",Medium,"40% of DC projects report skilled labor delays"
Physical_Infra_Constraints,water_availability_constraint_mw_per_mgd,100,MW_per_MGD,"DOE Energy-Water Nexus 2025; LBNL Data Center Water 2025","https://www.energy.gov","2026-07-14",Medium,"~100 MW per MGD for evaporative cooling"
Physical_Infra_Constraints,land_price_per_acre_northern_virginia_usd,2000000,USD,"CBRE NoVA Data Center Land Report 2025","https://www.cbre.com","2026-07-14",High,"NoVA: $1.5-2.5M/acre for data center zoned land"
Physical_Infra_Constraints,permitting_timeline_months_us,18,months,"CBRE H1 2025; Dodge Data & Analytics 2025","https://www.cbre.com","2026-07-14",Medium,"Environmental, zoning, utility permits: 12-24 months"
Physical_Infra_Constraints,global_dc_pipeline_gw_2025,1200,GW,"DC Byte Global Pipeline 2025; Synergy Research 2025","https://www.datacenterbyte.com","2026-07-14",High,"~1.2 TW global pipeline (planned+under construction)"
Physical_Infra_Constraints,us_share_global_dc_pipeline_pct,0.40,percent,"DC Byte 2025; Synergy Research 2025","https://www.datacenterbyte.com","2026-07-14",High,"US ~40% of global data center pipeline"
Physical_Infra_Constraints,china_share_global_dc_pipeline_pct,0.15,percent,"TrendForce 2025; DC Byte China Report 2025","https://www.trendforce.com","2026-07-14",Medium,"China ~15% of global pipeline"
Physical_Infra_Constraints,power_cost_usd_per_mwh_texas,35,USD,"ERCOT 2025; Vantage Data Centers Texas PPA 2025","https://www.ercot.com","2026-07-14",High,"Texas industrial: $30-40/MWh"
Physical_Infra_Constraints,power_cost_usd_per_mwh_virginia,45,USD,"PJM 2025; Dominion Energy Virginia Industrial 2025","https://www.pjm.com","2026-07-14",High,"Virginia: $40-50/MWh"
Physical_Infra_Constraints,power_cost_usd_per_mwh_california,75,USD,"CAISO 2025; PG&E Industrial Rates 2025","https://www.caiso.com","2026-07-14",High,"California: $65-85/MWh"
Physical_Infra_Constraints,ppa_price_ai_datacenter_usd_per_mwh,35,USD,"Vistra Energy AI PPA 2025; Constellation Energy 2025","https://www.vistra.com","2026-07-14",Medium,"Nuclear/renewable PPAs for AI: $30-45/MWh"
Physical_Infra_Constraints,carbon_free_energy_target_hyperscalers_2030_pct,100,percent,"Google 2030 CFE; Microsoft 2030 Carbon Negative; Amazon 2040 Net Zero","https://sustainability.google","2026-07-14",High,"100% CFE by 2030 for Google; Microsoft carbon negative by 2030"
Physical_Infra_Constraints,solid_state_transformer_commercial_ready,2028,year,"Microchip Technology 3.3kV SST 2026; DOE Grid Modernization 2025","https://www.microchip.com","2026-07-14",Low,"SST commercial deployment expected 2028+ (3.3kV modules)"
Physical_Infra_Constraints,ferc_rm26_4_implementation_date,2026,year,"FERC Docket RM26-4; FERC Order 2025","https://www.ferc.gov","2026-07-14",High,"FERC RM26-4: large load interconnection reform, effective 2026"
Physical_Infra_Constraints,ercot_large_load_haircut_pct,0.498,ratio,"ERCOT 2025 Long-Term Load Forecast","https://www.ercot.com","2026-07-14",High,"ERCOT applies 49.8% haircut to non-crypto large load requests"
Physical_Infra_Constraints,pjm_capacity_auction_price_2026_mw_day,329,USD,"PJM 2026/27 Base Residual Auction Results","https://www.pjm.com","2026-07-14",High,"PJM 2026/27 BRA cleared at $329.17/MW-day (cap)"
Physical_Infra_Constraints,grid_interconnection_completion_rate_pct,0.13,ratio,"LBNL Queued Up 2024 (2000-2019 cohort)","https://queuedup.lbl.gov","2026-07-14",High,"Only 13% of queued projects 2000-2019 reached commercial operation"
