module,metric,value,unit,source,source_url,date_accessed,confidence,notes
Open_Source_Commoditization,hybrid_strategy_adoption_pct,0.70,ratio,"AlphaCorp AI 2025; Precision AI Academy 2026","https://alphacorp.ai","2026-07-14",Medium,"70% of teams use hybrid: API for edge, self-host for core volume"
Open_Source_Commoditization,router_cascade_ensemble_adoption_pct,0.50,ratio,"Amir Teymoori 2025; AlphaCorp AI 2025","https://amirteymoori.com","2026-07-14",Medium,"Router (small->large), Cascade (cheap->fallback), Ensemble (voting)"
Open_Source_Commoditization,context_window_open_source_max_m_tokens,10,count,"Llama 4 Scout 10M; Qwen 2.5 1M; Artificial Analysis 2026","https://artificialanalysis.ai","2026-07-14",High,"Llama 4 Scout: 10M token context (single GPU deployable)"
Open_Source_Commoditization,open_source_license_mit_apache_pct,0.85,ratio,"WhatLLM 2025; Hugging Face license analysis 2025","https://huggingface.co","2026-07-14",High,"85% of major open models use MIT/Apache 2.0 (commercial friendly)"
Open_Source_Commoditization,llama_4_maverick_intelligence_score,14.3,points,"PricePerToken 2026; Artificial Analysis 2026","https://pricepertoken.com","2026-07-14",High,"Llama 4 Maverick: 14.3 intelligence vs Qwen3.7 Max 46.0"
Open_Source_Commoditization,qwen_3_7_max_intelligence_score,46.0,points,"PricePerToken 2026; Artificial Analysis 2026","https://pricepertoken.com","2026-07-14",High,"Qwen 3.7 Max leads open source intelligence rankings"
Open_Source_Commoditization,deepseek_v3_intelligence_score,42.0,points,"Artificial Analysis 2026; WhatLLM 2025","https://artificialanalysis.ai","2026-07-14",High,"DeepSeek V3: 42.0 intelligence (near GPT-4o 45.0)"
Open_Source_Commoditization,llama_4_scout_context_window_m_tokens,10,count,"Meta Llama 4 release April 2025; Artificial Analysis 2026","https://ai.meta.com","2026-07-14",High,"Llama 4 Scout: 10M context window, single GPU deployable"
Open_Source_Commoditization,open_source_community_contributors_top_model,700000,count,"GLM-4 GitHub 2026; Hugging Face GLM-4 stats 2026","https://github.com/THUDM/GLM-4","2026-07-14",High,"GLM-4: 700K+ developers on GitHub"
Open_Source_Commoditization,enterprise_fine_tuning_adoption_pct,0.40,ratio,"Amir Teymoori 2025; WhatLLM 2025","https://amirteymoori.com","2026-07-14",Medium,"40% of enterprises fine-tuning open models for domain adaptation"
Open_Source_Commoditization,data_sovereignty_driver_pct,0.60,ratio,"Amir Teymoori 2025; Precision AI Academy 2026","https://amirteymoori.com","2026-07-14",Medium,"60% cite data residency/compliance (HIPAA, GDPR) for self-hosting"
Open_Source_Commoditization,compliance_requirement_driver_pct,0.30,ratio,"Amir Teymoori 2025; Precision AI Academy 2026","https://amirteymoori.com","2026-07-14",Medium,"30% cite regulatory compliance for self-hosting"
Open_Source_Commoditization,open_source_frontier_quality_lag_months,18,count,"Precision AI Academy 2026; Artificial Analysis 2026","https://precisionaiacademy.com","2026-07-14",High,"Open source trails closed frontier by 12-18 months on tool-use, long-context"
Open_Source_Commoditization,open_source_reliability_gap_pct,0.15,ratio,"Precision AI Academy 2026; Enterprise surveys 2025","https://precisionaiacademy.com","2026-07-14",Medium,"15% lower real-world reliability (tool-use, long-context reasoning)"
