name,period,fy,fp,revenue,sbc,sbc_pct_revenue,net_income
AMAZON COM INC,20250930,2025,Q3,503538000000.0,23335000000.0,0.0463420834177361,76482000000.0
AMAZON COM INC,20251231,2025,FY,716924000000.0,24023000000.0,0.03350843325094431,77670000000.0
APPLIED MATERIALS INC /DE,20230131,2023,Q1,6739000000.0,148000000.0,0.02196171538803977,1792000000.0
APPLIED MATERIALS INC /DE,20230430,2023,Q2,13369000000.0,261000000.0,0.019522776572668113,3328000000.0
APPLIED MATERIALS INC /DE,20230731,2023,Q3,19794000000.0,375000000.0,0.01894513488936041,4934000000.0
APPLIED MATERIALS INC /DE,20231031,2023,FY,26517000000.0,490000000.0,0.01847871176980805,6856000000.0
APPLIED MATERIALS INC /DE,20240131,2024,Q1,6739000000.0,170000000.0,0.025226294702478114,2019000000.0
APPLIED MATERIALS INC /DE,20240430,2024,Q2,13369000000.0,304000000.0,0.022739172712992743,3741000000.0
APPLIED MATERIALS INC /DE,20240731,2024,Q3,20131000000.0,436000000.0,0.021658139188316525,5446000000.0
APPLIED MATERIALS INC /DE,20241031,2024,FY,27176000000.0,577000000.0,0.02123196938475125,7177000000.0
APPLIED MATERIALS INC /DE,20250131,2025,Q1,7166000000.0,195000000.0,0.027211833658945018,2019000000.0
APPLIED MATERIALS INC /DE,20250430,2025,Q2,14266000000.0,354000000.0,0.02481424365624562,3741000000.0
APPLIED MATERIALS INC /DE,20250731,2025,Q3,21568000000.0,512000000.0,0.02373887240356083,5446000000.0
APPLIED MATERIALS INC /DE,20251031,2025,FY,28368000000.0,668000000.0,0.023547659334461363,7177000000.0
APPLIED MATERIALS INC /DE,20260131,2026,Q1,7166000000.0,207000000.0,0.02888640803795702,2026000000.0
ASML HOLDING NV,20221231,2022,FY,21173400000.0,117500000.0,0.005549415776398689,5883200000.0
ASML HOLDING NV,20231231,2023,FY,27558500000.0,134800000.0,0.0048914128127438,7839000000.0
ASML HOLDING NV,20241231,2024,FY,28262900000.0,172600000.0,0.0061069458548132,7839000000.0
ASML HOLDING NV,20251231,2025,FY,32667300000.0,202300000.0,0.006192737079587233,9609400000.0
BROADCOM INC.,20230131,2023,Q1,8915000000.0,391000000.0,0.04385866517106001,
BROADCOM INC.,20230430,2023,Q2,17648000000.0,904000000.0,0.05122393472348141,
BROADCOM INC.,20230731,2023,Q3,26524000000.0,1533000000.0,0.057796712411401,
BROADCOM INC.,20231031,2023,FY,35819000000.0,2171000000.0,0.06061029062787906,
BROADCOM INC.,20240131,2024,Q1,11961000000.0,1582000000.0,0.13226318869659728,
BROADCOM INC.,20240430,2024,Q2,24448000000.0,3039000000.0,0.12430464659685864,
BROADCOM INC.,20240731,2024,Q3,37520000000.0,4427000000.0,0.11799040511727078,
BROADCOM INC.,20241031,2024,FY,51574000000.0,5741000000.0,0.11131577926862372,
BROADCOM INC.,20250131,2025,Q1,14916000000.0,1582000000.0,0.10606060606060606,
BROADCOM INC.,20250430,2025,Q2,29920000000.0,3051000000.0,0.10197192513368984,
BROADCOM INC.,20250731,2025,Q3,45872000000.0,5373000000.0,0.11713027554935472,
BROADCOM INC.,20251031,2025,FY,63887000000.0,7568000000.0,0.11845915444456619,
BROADCOM INC.,20260131,2026,Q1,,2176000000.0,,
CADENCE DESIGN SYSTEMS INC,20221231,2022,FY,3561718000.0,270439000.0,0.07592936891691032,848952000.0
CADENCE DESIGN SYSTEMS INC,20230331,2023,Q1,1021690000.0,74288000.0,0.0727109005667081,241804000.0
CADENCE DESIGN SYSTEMS INC,20230630,2023,Q2,1998269000.0,150896000.0,0.07551335681031933,462924000.0
CADENCE DESIGN SYSTEMS INC,20230930,2023,Q3,3021363000.0,238928000.0,0.07907954125340119,717245000.0
CADENCE DESIGN SYSTEMS INC,20231231,2023,FY,4089986000.0,325611000.0,0.07961176395224824,1041144000.0
CADENCE DESIGN SYSTEMS INC,20240331,2024,Q1,1021690000.0,88129000.0,0.08625806262173458,247643000.0
CADENCE DESIGN SYSTEMS INC,20240630,2024,Q2,2069784000.0,175698000.0,0.08488711865585974,477163000.0
CADENCE DESIGN SYSTEMS INC,20240930,2024,Q3,3285283000.0,284711000.0,0.08666254931462525,717245000.0
CADENCE DESIGN SYSTEMS INC,20241231,2024,FY,4641264000.0,391219000.0,0.08429147749406196,1055484000.0
CADENCE DESIGN SYSTEMS INC,20250331,2025,Q1,1242366000.0,107613000.0,0.0866194020119675,273579000.0
CADENCE DESIGN SYSTEMS INC,20250630,2025,Q2,2517807000.0,225938000.0,0.08973602821820735,477163000.0
CADENCE DESIGN SYSTEMS INC,20250930,2025,Q3,3856645000.0,342011000.0,0.08868096493195511,720752000.0
CADENCE DESIGN SYSTEMS INC,20251231,2025,FY,5296759000.0,455175000.0,0.08593462530577661,1108888000.0
DELL TECHNOLOGIES INC.,20230131,2022,FY,,1622000000.0,,5563000000.0
DELL TECHNOLOGIES INC.,20230430,2023,Q1,,232000000.0,,1072000000.0
DELL TECHNOLOGIES INC.,20230731,2023,Q2,,468000000.0,,1583000000.0
DELL TECHNOLOGIES INC.,20231031,2024,Q3,,703000000.0,,2051000000.0
DELL TECHNOLOGIES INC.,20240131,2023,FY,,1622000000.0,,5563000000.0
DELL TECHNOLOGIES INC.,20240430,2025,Q1,,225000000.0,,960000000.0
DELL TECHNOLOGIES INC.,20240731,2025,Q2,,448000000.0,,1806000000.0
DELL TECHNOLOGIES INC.,20241031,2025,Q3,,675000000.0,,2938000000.0
DELL TECHNOLOGIES INC.,20250131,2024,FY,,931000000.0,,4592000000.0
DELL TECHNOLOGIES INC.,20250430,2026,Q1,,210000000.0,,997000000.0
DELL TECHNOLOGIES INC.,20250731,2026,Q2,,401000000.0,,2129000000.0
DELL TECHNOLOGIES INC.,20251031,2026,Q3,,599000000.0,,3677000000.0
DELL TECHNOLOGIES INC.,20260131,2026,FY,,878000000.0,,5936000000.0
EQUINIX INC,20221231,2022,FY,7263105000.0,403983000.0,0.055621252893906944,704345000.0
EQUINIX INC,20230331,2023,Q1,1998209000.0,98715000.0,0.049401739257505094,258786000.0
EQUINIX INC,20230630,2023,Q2,4016617000.0,203261000.0,0.05060502407872097,465816000.0
EQUINIX INC,20230930,2023,Q3,6077647000.0,301707000.0,0.049642073651200866,741610000.0
EQUINIX INC,20231231,2023,FY,8188136000.0,407536000.0,0.04977152309145818,969178000.0
EQUINIX INC,20240331,2024,Q1,2127000000.0,101000000.0,0.04748472026328162,
EQUINIX INC,20240630,2024,Q2,4286000000.0,226000000.0,0.05272981801213252,532000000.0
EQUINIX INC,20240930,2024,Q3,6487000000.0,348000000.0,0.05364575304455064,829000000.0
EQUINIX INC,20241231,2024,FY,8748000000.0,462000000.0,0.05281207133058985,969000000.0
EQUINIX INC,20250331,2025,Q1,2225000000.0,113000000.0,0.05078651685393258,343000000.0
EQUINIX INC,20250630,2025,Q2,4481000000.0,240000000.0,0.05355947333184557,711000000.0
EQUINIX INC,20250930,2025,Q3,6797000000.0,370000000.0,0.05443578049139326,1085000000.0
EQUINIX INC,20251231,2025,FY,9217000000.0,498000000.0,0.054030595638494085,1350000000.0
HEWLETT PACKARD ENTERPRISE CO,20230131,2023,Q1,5114000000.0,140000000.0,0.02737583105201408,513000000.0
HEWLETT PACKARD ENTERPRISE CO,20230430,2023,Q2,9356000000.0,266000000.0,0.028430953398888414,919000000.0
HEWLETT PACKARD ENTERPRISE CO,20230731,2023,Q3,13587000000.0,357000000.0,0.02627511591962906,1383000000.0
HEWLETT PACKARD ENTERPRISE CO,20231031,2023,FY,18100000000.0,428000000.0,0.023646408839779004,3427000000.0
HEWLETT PACKARD ENTERPRISE CO,20240131,2024,Q1,5114000000.0,141000000.0,0.027571372702385608,501000000.0
HEWLETT PACKARD ENTERPRISE CO,20240430,2024,Q2,9356000000.0,266000000.0,0.028430953398888414,919000000.0
HEWLETT PACKARD ENTERPRISE CO,20240731,2024,Q3,13587000000.0,357000000.0,0.02627511591962906,1383000000.0
HEWLETT PACKARD ENTERPRISE CO,20241031,2024,FY,18587000000.0,430000000.0,0.02313444880830688,2579000000.0
HEWLETT PACKARD ENTERPRISE CO,20250131,2025,Q1,4970000000.0,154000000.0,0.030985915492957747,627000000.0
HEWLETT PACKARD ENTERPRISE CO,20250430,2025,Q2,9739000000.0,270000000.0,0.027723585583735496,701000000.0
HEWLETT PACKARD ENTERPRISE CO,20250731,2025,Q3,15787000000.0,447000000.0,0.028314435928295432,1213000000.0
HEWLETT PACKARD ENTERPRISE CO,20251031,2025,FY,21956000000.0,643000000.0,0.029285844416104937,2579000000.0
HEWLETT PACKARD ENTERPRISE CO,20260131,2026,Q1,5861000000.0,216000000.0,0.036853779218563386,627000000.0
INTEL CORP,20221231,2022,FY,79699000000.0,3128000000.0,0.03924766935595177,20899000000.0
INTEL CORP,20230331,2023,Q1,18353000000.0,739000000.0,0.04026589658366479,8113000000.0
INTEL CORP,20230630,2023,Q2,33674000000.0,1661000000.0,0.049325889410227475,7659000000.0
INTEL CORP,20230930,2023,Q3,49012000000.0,2433000000.0,0.049640904268342445,8678000000.0
INTEL CORP,20231231,2023,FY,79024000000.0,3229000000.0,0.04086100425187285,19868000000.0
INTEL CORP,20240331,2024,Q1,17077000000.0,1179000000.0,0.06904022954851555,-381000000.0
INTEL CORP,20240630,2024,Q2,34164000000.0,1959000000.0,0.0573410607657183,1481000000.0
INTEL CORP,20240930,2024,Q3,51895000000.0,2759000000.0,0.05316504480200405,297000000.0
INTEL CORP,20241231,2024,FY,63054000000.0,3410000000.0,0.05408062930186824,8014000000.0
INTEL CORP,20250331,2025,Q1,12724000000.0,1179000000.0,0.09265954102483495,-381000000.0
INTEL CORP,20250630,2025,Q2,25557000000.0,1959000000.0,0.07665218922408733,-1610000000.0
INTEL CORP,20250930,2025,Q3,39179000000.0,2759000000.0,0.07042037826386585,4063000000.0
INTEL CORP,20251231,2025,FY,54228000000.0,3410000000.0,0.06288264365272553,1689000000.0
KLA CORP,20221231,2023,Q2,5711810000.0,73387000.0,0.012848291522302038,2004786000.0
KLA CORP,20230331,2023,Q3,8143728000.0,121517000.0,0.014921544530956829,2702623000.0
KLA CORP,20230630,2023,FY,10499192000.0,171424000.0,0.016327351666680635,3387277000.0
KLA CORP,20230930,2024,Q1,2726371000.0,48772000.0,0.01788898136020373,1025991000.0
KLA CORP,20231231,2024,Q2,5711810000.0,97392000.0,0.01705098734026517,2004786000.0
KLA CORP,20240331,2024,Q3,8143728000.0,154074000.0,0.018919345046887616,2702623000.0
KLA CORP,20240630,2024,FY,10499192000.0,212695000.0,0.02025822558535933,3387277000.0
KLA CORP,20240930,2025,Q1,2841541000.0,61700000.0,0.021713570207151683,945851000.0
KLA CORP,20241231,2025,Q2,5918698000.0,123541000.0,0.02087300281244287,1770378000.0
KLA CORP,20250331,2025,Q3,8982567000.0,193742000.0,0.021568667397638113,2858794000.0
KLA CORP,20250630,2025,FY,12156187000.0,265011000.0,0.02180050372703217,4061643000.0
KLA CORP,20250930,2026,Q1,3209696000.0,70182000.0,0.021865622164840535,1121040000.0
KLA CORP,20251231,2026,Q2,6506842000.0,144129000.0,0.02215037648063377,2266722000.0
LAM RESEARCH CORP,20221231,2023,Q2,10351690000.0,144194000.0,0.013929512958753595,2894386000.0
LAM RESEARCH CORP,20230331,2023,Q3,14221259000.0,218105000.0,0.015336546504075342,3708394000.0
LAM RESEARCH CORP,20230630,2023,FY,17428516000.0,286600000.0,0.016444314593393954,4605286000.0
LAM RESEARCH CORP,20230930,2024,Q1,5074121000.0,71110000.0,0.014014249955805153,1425879000.0
LAM RESEARCH CORP,20231231,2024,Q2,10351690000.0,144194000.0,0.013929512958753595,2894386000.0
LAM RESEARCH CORP,20240331,2024,Q3,14221259000.0,218105000.0,0.015336546504075342,3708394000.0
LAM RESEARCH CORP,20240630,2024,FY,17428516000.0,293058000.0,0.016814856755446073,4605286000.0
LAM RESEARCH CORP,20240930,2025,Q1,4167976000.0,80011000.0,0.019196607658009547,1116444000.0
LAM RESEARCH CORP,20241231,2025,Q2,8544023000.0,161970000.0,0.018957111889797113,2307462000.0
LAM RESEARCH CORP,20250331,2025,Q3,13264198000.0,249085000.0,0.018778745612814285,3638129000.0
LAM RESEARCH CORP,20250630,2025,FY,18435591000.0,343371000.0,0.018625440323556754,5358217000.0
LAM RESEARCH CORP,20250930,2026,Q1,5324173000.0,97241000.0,0.018264057159675315,1568660000.0
LAM RESEARCH CORP,20251231,2026,Q2,10668964000.0,185780000.0,0.017413124648278877,3162654000.0
"MARVELL TECHNOLOGY, INC.",20230131,2022,FY,5919600000.0,552400000.0,0.0933171160213528,-163500000.0
"MARVELL TECHNOLOGY, INC.",20230430,2024,Q1,1446900000.0,143200000.0,0.09897021217775935,-165700000.0
"MARVELL TECHNOLOGY, INC.",20230731,2024,Q2,2963800000.0,296000000.0,0.09987178622039274,4300000.0
"MARVELL TECHNOLOGY, INC.",20231031,2024,Q3,4501100000.0,454500000.0,0.10097531714469796,13300000.0
"MARVELL TECHNOLOGY, INC.",20240131,2023,FY,5919600000.0,609800000.0,0.1030137171430502,-163500000.0
"MARVELL TECHNOLOGY, INC.",20240430,2025,Q1,1321700000.0,143200000.0,0.10834531285465689,-168900000.0
"MARVELL TECHNOLOGY, INC.",20240731,2025,Q2,2662600000.0,296000000.0,0.11116953353864643,-168900000.0
"MARVELL TECHNOLOGY, INC.",20241031,2025,Q3,4081200000.0,454500000.0,0.11136430461628932,-164300000.0
"MARVELL TECHNOLOGY, INC.",20250131,2024,FY,5919600000.0,609800000.0,0.1030137171430502,-163500000.0
"MARVELL TECHNOLOGY, INC.",20250430,2026,Q1,1895300000.0,142100000.0,0.07497493800453754,177900000.0
"MARVELL TECHNOLOGY, INC.",20250731,2026,Q2,3901400000.0,295700000.0,0.07579330496744759,372700000.0
"MARVELL TECHNOLOGY, INC.",20251031,2026,Q3,5975900000.0,449800000.0,0.07526899713850634,2274000000.0
"MARVELL TECHNOLOGY, INC.",20260131,2026,FY,8194600000.0,609800000.0,0.07441485856539673,2670100000.0
"META PLATFORMS, INC.",20221231,2022,FY,117929000000.0,11992000000.0,0.1016883039795131,39370000000.0
"META PLATFORMS, INC.",20230331,2023,Q1,28645000000.0,3051000000.0,0.10651073485774132,7465000000.0
"META PLATFORMS, INC.",20230630,2023,Q2,60645000000.0,7111000000.0,0.11725616291532691,14152000000.0
"META PLATFORMS, INC.",20230930,2023,Q3,94791000000.0,10603000000.0,0.11185661085968077,25081000000.0
"META PLATFORMS, INC.",20231231,2023,FY,134902000000.0,14027000000.0,0.10397918488977183,39370000000.0
"META PLATFORMS, INC.",20240331,2024,Q1,36455000000.0,3562000000.0,0.0977095048690166,12369000000.0
"META PLATFORMS, INC.",20240630,2024,Q2,75527000000.0,8178000000.0,0.10827915844664822,25834000000.0
"META PLATFORMS, INC.",20240930,2024,Q3,116116000000.0,12428000000.0,0.1070309001343484,41522000000.0
"META PLATFORMS, INC.",20241231,2024,FY,164501000000.0,16690000000.0,0.10145834979726567,62360000000.0
"META PLATFORMS, INC.",20250331,2025,Q1,42314000000.0,4147000000.0,0.0980053882875644,16644000000.0
"META PLATFORMS, INC.",20250630,2025,Q2,89830000000.0,8981000000.0,0.0999777357230324,34981000000.0
"META PLATFORMS, INC.",20250930,2025,Q3,141073000000.0,14537000000.0,0.10304594075407768,41522000000.0
"META PLATFORMS, INC.",20251231,2025,FY,200966000000.0,20427000000.0,0.10164405919409253,62360000000.0
MICRON TECHNOLOGY INC,20230228,2023,Q2,15473000000.0,303000000.0,0.019582498545854067,4569000000.0
MICRON TECHNOLOGY INC,20230531,2023,Q3,24115000000.0,448000000.0,0.01857764876632801,7195000000.0
MICRON TECHNOLOGY INC,20230831,2023,FY,30758000000.0,596000000.0,0.019377072631510502,8687000000.0
MICRON TECHNOLOGY INC,20231130,2024,Q1,4726000000.0,188000000.0,0.03977994075327973,-195000000.0
MICRON TECHNOLOGY INC,20240229,2024,Q2,10550000000.0,401000000.0,0.038009478672985784,793000000.0
MICRON TECHNOLOGY INC,20240531,2024,Q3,17361000000.0,620000000.0,0.035712228558262775,793000000.0
MICRON TECHNOLOGY INC,20240831,2024,FY,30758000000.0,833000000.0,0.02708238507055075,8687000000.0
MICRON TECHNOLOGY INC,20241130,2025,Q1,8709000000.0,220000000.0,0.02526122402112757,1870000000.0
MICRON TECHNOLOGY INC,20250228,2025,Q2,16762000000.0,469000000.0,0.027979954659348525,3453000000.0
MICRON TECHNOLOGY INC,20250531,2025,Q3,26063000000.0,722000000.0,0.027702106434408933,5338000000.0
MICRON TECHNOLOGY INC,20250831,2025,FY,37378000000.0,972000000.0,0.02600460163732677,8539000000.0
MICRON TECHNOLOGY INC,20251130,2026,Q1,13643000000.0,290000000.0,0.021256321923330646,5240000000.0
MICRON TECHNOLOGY INC,20260228,2026,Q2,37503000000.0,599000000.0,0.01597205556888782,19025000000.0
MICROSOFT CORP,20221231,2023,Q2,102869000000.0,4730000000.0,0.04598081054545101,39270000000.0
MICROSOFT CORP,20230331,2023,Q3,155726000000.0,7195000000.0,0.046202946200377584,55998000000.0
MICROSOFT CORP,20230630,2023,FY,211915000000.0,9611000000.0,0.04535308968218389,72738000000.0
MICROSOFT CORP,20230930,2024,Q1,56517000000.0,2507000000.0,0.044358334660367676,22291000000.0
MICROSOFT CORP,20231231,2024,Q2,118537000000.0,5335000000.0,0.04500704421404287,44161000000.0
MICROSOFT CORP,20240331,2024,Q3,180395000000.0,8038000000.0,0.044557775991574046,66100000000.0
MICROSOFT CORP,20240630,2024,FY,245122000000.0,10734000000.0,0.04379043904667879,88136000000.0
MICROSOFT CORP,20240630,,,245122000000.0,10734000000.0,0.04379043904667879,88136000000.0
MICROSOFT CORP,20240930,2025,Q1,65585000000.0,2832000000.0,0.04318060532133872,24667000000.0
MICROSOFT CORP,20241231,2025,Q2,135217000000.0,5921000000.0,0.04378887270091778,48775000000.0
MICROSOFT CORP,20250331,2025,Q3,205283000000.0,8901000000.0,0.0433596547205565,74599000000.0
MICROSOFT CORP,20250630,2025,FY,281724000000.0,11974000000.0,0.042502591188539135,101832000000.0
MICROSOFT CORP,20250930,2026,Q1,77673000000.0,2983000000.0,0.038404593616829526,27747000000.0
MICROSOFT CORP,20251231,2026,Q2,158946000000.0,6202000000.0,0.039019541227838385,66205000000.0
NVIDIA CORP,20230131,2022,FY,,2710000000.0,,9752000000.0
NVIDIA CORP,20230731,2024,Q2,,1576000000.0,,8232000000.0
NVIDIA CORP,20231031,2024,Q3,,2555000000.0,,17475000000.0
NVIDIA CORP,20240131,2023,FY,,3549000000.0,,29760000000.0
NVIDIA CORP,20240430,2025,Q1,,1011000000.0,,29760000000.0
NVIDIA CORP,20240731,2025,Q2,,2164000000.0,,31480000000.0
NVIDIA CORP,20241031,2025,Q3,,3416000000.0,,50789000000.0
NVIDIA CORP,20250131,2024,FY,,4737000000.0,,72880000000.0
NVIDIA CORP,20250430,2026,Q1,,1474000000.0,,18775000000.0
NVIDIA CORP,20250731,2026,Q2,,3099000000.0,,45197000000.0
NVIDIA CORP,20251031,2026,Q3,,4753000000.0,,77107000000.0
NVIDIA CORP,20260131,2026,FY,,6386000000.0,,120067000000.0
ORACLE CORP,20230228,2023,Q3,36118000000.0,2583000000.0,0.071515587795559,5184000000.0
ORACLE CORP,20230531,2023,FY,49954000000.0,3547000000.0,0.071005324898907,13746000000.0
ORACLE CORP,20230831,2024,Q1,12453000000.0,849000000.0,0.0681763430498675,2420000000.0
ORACLE CORP,20231130,2024,Q2,25394000000.0,1878000000.0,0.07395447743561472,4923000000.0
ORACLE CORP,20240229,2024,Q3,38674000000.0,2927000000.0,0.0756839220147903,7323000000.0
ORACLE CORP,20240531,2024,FY,52961000000.0,3974000000.0,0.0750363475009913,10467000000.0
ORACLE CORP,20240831,2025,Q1,13307000000.0,1007000000.0,0.07567445705267904,2929000000.0
ORACLE CORP,20241130,2025,Q2,27366000000.0,2176000000.0,0.07951472630271139,6080000000.0
ORACLE CORP,20250228,2025,Q3,41496000000.0,3374000000.0,0.08130904183535763,9016000000.0
ORACLE CORP,20250531,2025,FY,57399000000.0,4674000000.0,0.0814299900695134,12443000000.0
ORACLE CORP,20250831,2026,Q1,14926000000.0,1124000000.0,0.07530483719683773,2929000000.0
ORACLE CORP,20251130,2026,Q2,30983000000.0,2280000000.0,0.0735887422134719,9062000000.0
ORACLE CORP,20260228,2026,Q3,48173000000.0,3608000000.0,0.07489672638199822,12783000000.0
QUALCOMM INC/DE,20221231,2023,Q1,,634000000.0,,3399000000.0
QUALCOMM INC/DE,20230331,2023,Q2,,1262000000.0,,6333000000.0
QUALCOMM INC/DE,20230630,2023,Q3,,1876000000.0,,10063000000.0
QUALCOMM INC/DE,20230930,2023,FY,,2484000000.0,,12936000000.0
QUALCOMM INC/DE,20231231,2024,Q1,,634000000.0,,2767000000.0
QUALCOMM INC/DE,20240331,2024,Q2,,1307000000.0,,5093000000.0
QUALCOMM INC/DE,20240630,2024,Q3,,1951000000.0,,7222000000.0
QUALCOMM INC/DE,20240930,2024,FY,,2648000000.0,,12936000000.0
QUALCOMM INC/DE,20241231,2025,Q1,,759000000.0,,3180000000.0
QUALCOMM INC/DE,20250331,2025,Q2,,1461000000.0,,5992000000.0
QUALCOMM INC/DE,20250630,2025,Q3,,2120000000.0,,8658000000.0
QUALCOMM INC/DE,20250930,2025,FY,,2783000000.0,,10142000000.0
QUALCOMM INC/DE,20251231,2026,Q1,,888000000.0,,3180000000.0
"SALESFORCE, INC.",20230131,2022,FY,31352000000.0,3279000000.0,0.10458662924215362,4072000000.0
"SALESFORCE, INC.",20230430,2024,Q1,8247000000.0,776000000.0,0.09409482235964593,199000000.0
"SALESFORCE, INC.",20230731,2024,Q2,16850000000.0,1627000000.0,0.09655786350148368,1466000000.0
"SALESFORCE, INC.",20231031,2024,Q3,25570000000.0,2470000000.0,0.0965975752835354,2690000000.0
"SALESFORCE, INC.",20240131,2023,FY,34857000000.0,3279000000.0,0.09407005766417076,4136000000.0
"SALESFORCE, INC.",20240430,2025,Q1,9133000000.0,750000000.0,0.0821197853936275,1533000000.0
"SALESFORCE, INC.",20240731,2025,Q2,18458000000.0,1560000000.0,0.08451619893812981,2962000000.0
"SALESFORCE, INC.",20241031,2025,Q3,27902000000.0,2380000000.0,0.08529854490717512,4489000000.0
"SALESFORCE, INC.",20250131,2024,FY,37895000000.0,3279000000.0,0.08652856577384879,6197000000.0
"SALESFORCE, INC.",20250430,2026,Q1,9829000000.0,814000000.0,0.08281615627225557,1541000000.0
"SALESFORCE, INC.",20250731,2026,Q2,20065000000.0,1607000000.0,0.08008970844754548,3428000000.0
"SALESFORCE, INC.",20251031,2026,Q3,30324000000.0,2426000000.0,0.08000263817438333,5514000000.0
"SALESFORCE, INC.",20260131,2025,FY,41525000000.0,3509000000.0,0.08450331125827815,7457000000.0
SYNOPSYS INC,20230131,2023,Q1,1361340000.0,134227000.0,0.09859917434292682,313687000.0
SYNOPSYS INC,20230430,2023,Q2,2756203000.0,277485000.0,0.10067654668397066,608468000.0
SYNOPSYS INC,20230731,2023,Q3,4243491000.0,421949000.0,0.09943440436188035,880698000.0
SYNOPSYS INC,20231031,2023,FY,5842619000.0,563292000.0,0.09641087327446818,1229888000.0
SYNOPSYS INC,20240131,2024,Q1,1649230000.0,180652000.0,0.10953717795577331,449112000.0
SYNOPSYS INC,20240430,2024,Q2,2965701000.0,358487000.0,0.1208776609644735,741219000.0
SYNOPSYS INC,20240731,2024,Q3,4491450000.0,540026000.0,0.12023422280109987,1149274000.0
SYNOPSYS INC,20241031,2024,FY,6127436000.0,692316000.0,0.11298624742877772,2263380000.0
SYNOPSYS INC,20250131,2025,Q1,1510989000.0,186463000.0,0.12340460453385167,449112000.0
SYNOPSYS INC,20250430,2025,Q2,3059581000.0,388186000.0,0.1268755427622279,741219000.0
