name,period,fy,fp,form,revenue,capex,capex_intensity,ocf,ocf_to_capex,rd_expense,rd_intensity,sbc,sbc_pct_revenue,operating_margin,net_margin,fcf_margin
"META PLATFORMS, INC.",20231231,2023,FY,10-K,134902000000.0,31431000000.0,0.2329913566885591,71113000000.0,2.2625115331997074,38483000000.0,0.2852663414923426,14027000000.0,0.10397918488977183,0.4660494284740033,0.2918414849298009,0.2941542749551526
"META PLATFORMS, INC.",20240331,2024,Q1,10-Q,36455000000.0,6823000000.0,0.18716225483472776,19246000000.0,2.8207533343104205,9978000000.0,0.27370731038266355,3562000000.0,0.0977095048690166,0.48454258675078865,0.33929502125908656,0.3407762995473872
"META PLATFORMS, INC.",20240630,2024,Q2,10-Q,75527000000.0,14573000000.0,0.1929508652534855,38616000000.0,2.649831880875592,20515000000.0,0.27162471698862656,8178000000.0,0.10827915844664822,0.4898777920478769,0.3420498629629139,0.31833648893773087
"META PLATFORMS, INC.",20240930,2024,Q3,10-Q,116116000000.0,22831000000.0,0.19662234317406732,63340000000.0,2.7742981034558274,31693000000.0,0.2729425746667126,12428000000.0,0.1070309001343484,0.5062006958558682,0.3575906851768921,0.34886665059078853
"META PLATFORMS, INC.",20241231,2024,FY,10-K,164501000000.0,37256000000.0,0.22647886638986997,91328000000.0,2.4513635387588577,43873000000.0,0.2667035458751011,16690000000.0,0.10145834979726567,0.5295347748645904,0.3790858414234564,0.3287031689776962
"META PLATFORMS, INC.",20250331,2025,Q1,10-Q,42314000000.0,12941000000.0,0.3058325849600605,24026000000.0,1.8565798624526697,12150000000.0,0.2871390083660254,4147000000.0,0.0980053882875644,0.5143687668383986,0.39334499220116276,0.2619700335586331
"META PLATFORMS, INC.",20250630,2025,Q2,10-Q,89830000000.0,29479000000.0,0.32816431036402094,49587000000.0,1.682112690389769,25092000000.0,0.27932761883557833,8981000000.0,0.0999777357230324,0.5202716241790047,0.3894133363019036,0.22384504063230545
"META PLATFORMS, INC.",20250930,2025,Q3,10-Q,141073000000.0,48308000000.0,0.34243264125665435,79586000000.0,1.647470398277718,40237000000.0,0.2852211266507411,14537000000.0,0.10304594075407768,0.5082616801230568,0.2943298859455743,0.2217149986177369
"META PLATFORMS, INC.",20251231,2025,FY,10-K,200966000000.0,69691000000.0,0.3467800523471632,115800000000.0,1.6616205822846566,57372000000.0,0.2854811261606441,20427000000.0,0.10164405919409253,0.5098822686424569,0.3103012449867142,0.2294368201586338
MICROSOFT CORP,20221231,2023,Q2,10-Q,102869000000.0,12557000000.0,0.12206787273133791,39020000000.0,3.1074301186589155,13472000000.0,0.1309626806909759,4730000000.0,0.04598081054545101,0.4130010012734643,0.38174765964479096,0.2572495115146448
MICROSOFT CORP,20230331,2023,Q3,10-Q,155726000000.0,19164000000.0,0.12306230173509883,64406000000.0,3.3607806303485703,20456000000.0,0.13135892529185877,7195000000.0,0.046202946200377584,0.4127056496667223,0.35959313152588523,0.2905230982623326
MICROSOFT CORP,20230630,2023,FY,10-K,211915000000.0,28107000000.0,0.13263336715192411,89035000000.0,3.1677162272743447,27195000000.0,0.12832975485454073,9611000000.0,0.04535308968218389,0.417728806361041,0.34324139395512354,0.28751150225326194
MICROSOFT CORP,20230930,2024,Q1,10-Q,56517000000.0,9917000000.0,0.17546932781287047,30583000000.0,3.0838963396188364,6659000000.0,0.11782295592476599,2507000000.0,0.044358334660367676,0.4758745156324646,0.39441230072367606,0.36565988994461845
MICROSOFT CORP,20231231,2024,Q2,10-Q,118537000000.0,19652000000.0,0.16578789744974143,49436000000.0,2.5155709342560555,13801000000.0,0.11642778204273771,5335000000.0,0.04500704421404287,0.454938120586821,0.3725503429308992,0.25126331862625173
MICROSOFT CORP,20240331,2024,Q3,10-Q,180395000000.0,30604000000.0,0.169649934865157,81353000000.0,2.6582472879362173,21454000000.0,0.11892790820144683,8038000000.0,0.044557775991574046,0.45183070484215193,0.3664181379749993,0.28132154438870255
MICROSOFT CORP,20240630,2024,FY,10-K,245122000000.0,44477000000.0,0.18144842160230415,118548000000.0,2.665377610900016,29510000000.0,0.12038903076835208,10734000000.0,0.04379043904667879,0.44644299573273716,0.35955972944084985,0.3021801388696241
MICROSOFT CORP,20240630,,,8-K,245122000000.0,44477000000.0,0.18144842160230415,118548000000.0,2.665377610900016,29510000000.0,0.12038903076835208,10734000000.0,0.04379043904667879,0.44644299573273716,0.35955972944084985,0.3021801388696241
MICROSOFT CORP,20240930,2025,Q1,10-Q,65585000000.0,14923000000.0,0.22753678432568422,34180000000.0,2.290424177444214,7544000000.0,0.11502630174582602,2832000000.0,0.04318060532133872,0.4658382252039338,0.37610734161774795,0.2936189677517725
MICROSOFT CORP,20241231,2025,Q2,10-Q,135217000000.0,30727000000.0,0.2272421367135789,56471000000.0,1.8378299215673513,15461000000.0,0.11434213153671506,5921000000.0,0.04378887270091778,0.4600383087925335,0.36071647795765327,0.19039026157953512
MICROSOFT CORP,20250331,2025,Q3,10-Q,205283000000.0,47472000000.0,0.231251491842968,93515000000.0,1.9698980451634647,23659000000.0,0.11525065397524394,8901000000.0,0.0433596547205565,0.4589030752668268,0.36339589737094646,0.22429036987962958
MICROSOFT CORP,20250630,2025,FY,10-K,281724000000.0,64551000000.0,0.22912850875324786,136162000000.0,2.1093708850366375,32488000000.0,0.11531853871164686,11974000000.0,0.042502591188539135,0.4562195624085985,0.3614601524896707,0.2541884965427156
MICROSOFT CORP,20250930,2026,Q1,10-Q,77673000000.0,19394000000.0,0.24968779369922625,45057000000.0,2.323244302361555,8146000000.0,0.10487556808672255,2983000000.0,0.038404593616829526,0.48872838695557014,0.35722838051832684,0.33039795038172853
MICROSOFT CORP,20251231,2026,Q2,10-Q,158946000000.0,49270000000.0,0.3099794898896481,80815000000.0,1.640247615181652,16650000000.0,0.1047525574723491,6202000000.0,0.039019541227838385,0.47963459288060095,0.4165251091565689,0.19846362915707222
ORACLE CORP,20230228,2023,Q3,10-Q,36118000000.0,6782000000.0,0.18777340938036435,11518000000.0,1.6983190799174286,6397000000.0,0.17711390442438674,2583000000.0,0.071515587795559,0.5787972755966554,0.14352954205659227,0.13112575447145466
ORACLE CORP,20230531,2023,FY,10-K,49954000000.0,8695000000.0,0.17406013532449854,17165000000.0,1.9741230592294423,8623000000.0,0.1726188093045602,3547000000.0,0.071005324898907,0.5837770749089162,0.27517315930656205,0.16955599151219122
ORACLE CORP,20230831,2024,Q1,10-Q,12453000000.0,1719000000.0,0.13803902674054444,6974000000.0,4.057009889470622,2216000000.0,0.1779490885730346,849000000.0,0.0681763430498675,0.5784148397976391,0.1943306833694692,0.42198666987874406
ORACLE CORP,20231130,2024,Q2,10-Q,25394000000.0,4154000000.0,0.1635819484917697,7243000000.0,1.7436206066441984,4442000000.0,0.17492321020713555,1878000000.0,0.07395447743561472,0.5825391824840513,0.19386469244703472,0.1216429077734898
ORACLE CORP,20240229,2024,Q3,10-Q,38674000000.0,6782000000.0,0.175363293168537,12592000000.0,1.856679445591271,6689000000.0,0.1729585768216373,2927000000.0,0.0756839220147903,0.5850959300822258,0.1893520194445881,0.1502301287686818
ORACLE CORP,20240531,2024,FY,10-K,52961000000.0,8695000000.0,0.16417741356847493,18673000000.0,2.147556066705003,8915000000.0,0.16833141368176582,3974000000.0,0.0750363475009913,0.5918506070504711,0.19763599629916354,0.18840278695643964
ORACLE CORP,20240831,2025,Q1,10-Q,13307000000.0,2303000000.0,0.17306680694371385,7427000000.0,3.2249240121580547,2306000000.0,0.17329225219809122,1007000000.0,0.07567445705267904,0.5884872623431276,0.22010971669046367,0.38506049447659124
ORACLE CORP,20241130,2025,Q2,10-Q,27366000000.0,6273000000.0,0.2292260469195352,8731000000.0,1.3918380360274192,4777000000.0,0.1745596725864211,2176000000.0,0.07951472630271139,0.589673317254988,0.2221734999634583,0.08981948403127969
ORACLE CORP,20250228,2025,Q3,10-Q,41496000000.0,12135000000.0,0.2924378253325622,14664000000.0,1.2084054388133498,7206000000.0,0.1736552920763447,3374000000.0,0.08130904183535763,0.5898881819934452,0.21727395411605938,0.060945633314054365
ORACLE CORP,20250531,2025,FY,10-K,57399000000.0,21215000000.0,0.3696057422603181,20821000000.0,0.9814282347395711,9860000000.0,0.17177999616718062,4674000000.0,0.0814299900695134,0.5895747312670953,0.21678078015296434,-0.00686423108416523
ORACLE CORP,20250831,2026,Q1,10-Q,14926000000.0,8502000000.0,0.5696100763767922,8140000000.0,0.9574217831098565,2491000000.0,0.16688999062039395,1124000000.0,0.07530483719683773,0.5674661664210103,0.19623475814015812,-0.02425298137478226
ORACLE CORP,20251130,2026,Q2,10-Q,30983000000.0,20535000000.0,0.6627828163831778,10206000000.0,0.49700511322132945,5051000000.0,0.16302488461414325,2280000000.0,0.0735887422134719,0.564890423780783,0.2924829745344221,-0.33337636768550494
ORACLE CORP,20260228,2026,Q3,10-Q,48173000000.0,39170000000.0,0.8131110788200859,17357000000.0,0.44311973449068165,7658000000.0,0.15896871691611483,3608000000.0,0.07489672638199822,0.5624519959313309,0.26535611234508955,-0.45280551346189774
"SALESFORCE, INC.",20230131,2022,FY,10-K,31352000000.0,798000000.0,0.025452921663689718,7111000000.0,8.911027568922306,5055000000.0,0.16123373309517733,3279000000.0,0.10458662924215362,0.03285276856340903,0.12988007144679764,0.20135876499106914
"SALESFORCE, INC.",20230430,2024,Q1,10-Q,8247000000.0,243000000.0,0.029465260094579847,4491000000.0,18.48148148148148,1318000000.0,0.1598156905541409,776000000.0,0.09409482235964593,0.049957560324966656,0.024129986661816417,0.5150963986904329
"SALESFORCE, INC.",20230731,2024,Q2,10-Q,16850000000.0,423000000.0,0.02510385756676558,5299000000.0,12.527186761229315,2647000000.0,0.1570919881305638,1627000000.0,0.09655786350148368,0.11204747774480713,0.08700296735905044,0.28937685459940654
"SALESFORCE, INC.",20231031,2024,Q3,10-Q,25570000000.0,589000000.0,0.023034806413766134,6831000000.0,11.597623089983022,3927000000.0,0.153578412201799,2470000000.0,0.0965975752835354,0.13253813062182246,0.10520140789988268,0.24411419632381698
"SALESFORCE, INC.",20240131,2023,FY,10-K,34857000000.0,798000000.0,0.022893536448919873,10234000000.0,12.824561403508772,5055000000.0,0.14502108615199244,3279000000.0,0.09407005766417076,0.14375878589666352,0.11865622400091803,0.2707060274837192
"SALESFORCE, INC.",20240430,2025,Q1,10-Q,9133000000.0,243000000.0,0.02660681046753531,6247000000.0,25.707818930041153,1368000000.0,0.14978648855797658,750000000.0,0.0821197853936275,0.1871236176502792,0.16785284134457462,0.657396255337786
"SALESFORCE, INC.",20240731,2025,Q2,10-Q,18458000000.0,423000000.0,0.022916892404377505,7139000000.0,16.87706855791962,2717000000.0,0.1471990464839094,1560000000.0,0.08451619893812981,0.1891862606999675,0.16047242388124391,0.3638530718387691
"SALESFORCE, INC.",20241031,2025,Q3,10-Q,27902000000.0,589000000.0,0.021109597878288294,9122000000.0,15.487266553480476,4073000000.0,0.14597519891047236,2380000000.0,0.08529854490717512,0.19299691778367142,0.16088452440685255,0.3058203712995484
"SALESFORCE, INC.",20250131,2024,FY,10-K,37895000000.0,798000000.0,0.021058187095922946,13092000000.0,16.406015037593985,5493000000.0,0.14495316004749967,3279000000.0,0.08652856577384879,0.19013062409288825,0.16353080881382767,0.3244227470642565
"SALESFORCE, INC.",20250430,2026,Q1,10-Q,9829000000.0,179000000.0,0.018211415199918608,6476000000.0,36.17877094972067,1460000000.0,0.1485400345915149,814000000.0,0.08281615627225557,0.19757859395665886,0.1567809543188524,0.6406552039881982
"SALESFORCE, INC.",20250731,2026,Q2,10-Q,20065000000.0,314000000.0,0.015649140294044357,7216000000.0,22.980891719745223,2941000000.0,0.14657363568402693,1607000000.0,0.08008970844754548,0.2130077248940942,0.1708447545477199,0.3439820583104909
"SALESFORCE, INC.",20251031,2026,Q3,10-Q,30324000000.0,504000000.0,0.01662049861495845,9532000000.0,18.91269841269841,4374000000.0,0.1442421844083894,2426000000.0,0.08000263817438333,0.21309853581321725,0.18183616937079541,0.29771797915842235
"SALESFORCE, INC.",20260131,2025,FY,10-K,41525000000.0,736000000.0,0.017724262492474413,14996000000.0,20.375,5993000000.0,0.1443226971703793,3509000000.0,0.08450331125827815,0.20062612883804937,0.179578567128236,0.3434075857916917
