name,period,fy,fp,form,revenue,rd_expense,rd_intensity,capex,capex_intensity,sbc,sbc_pct_revenue,operating_margin,total_debt,cash_and_investments
ASML HOLDING NV,20221231,2022,FY,20-F,21173400000.0,3253500000.0,0.15365978066819688,1281800000.0,0.06053822248670502,117500000.0,0.005549415776398689,0.3188009483597344,4821200000.0,0.0
ASML HOLDING NV,20231231,2023,FY,20-F,27558500000.0,3980600000.0,0.14444182375673567,2155600000.0,0.07821906126966272,134800000.0,0.0048914128127438,0.3281129234174574,5377700000.0,0.0
ASML HOLDING NV,20241231,2024,FY,20-F,28262900000.0,4303700000.0,0.15227382894182834,2155600000.0,0.07626959724585941,172600000.0,0.0061069458548132,0.31993532156997334,5641800000.0,0.0
ASML HOLDING NV,20251231,2025,FY,20-F,32667300000.0,4698800000.0,0.14383802763007655,2155600000.0,0.0659864757724085,202300000.0,0.006192737079587233,0.34595451720833986,5359200000.0,0.0
BROADCOM INC.,20230131,2023,Q1,10-Q,8915000000.0,1206000000.0,0.13527762198541785,103000000.0,0.01155356141334829,391000000.0,0.04385866517106001,0.46247896803140776,0.0,12647000000.0
BROADCOM INC.,20230430,2023,Q2,10-Q,17648000000.0,2507000000.0,0.14205575702629192,225000000.0,0.012749320036264732,904000000.0,0.05122393472348141,0.46027878513145964,0.0,12416000000.0
BROADCOM INC.,20230731,2023,Q3,10-Q,26524000000.0,3865000000.0,0.14571708641230582,347000000.0,0.013082491328608054,1533000000.0,0.057796712411401,0.4605263157894737,0.0,12416000000.0
BROADCOM INC.,20231031,2023,FY,10-K,35819000000.0,5253000000.0,0.14665401044138585,452000000.0,0.012619001088807615,2171000000.0,0.06061029062787906,0.4602585220134566,0.0,14189000000.0
BROADCOM INC.,20240131,2024,Q1,10-Q,11961000000.0,2308000000.0,0.19296045481147062,122000000.0,0.01019981606889056,1582000000.0,0.13226318869659728,0.34470362009865396,0.0,14189000000.0
BROADCOM INC.,20240430,2024,Q2,10-Q,24448000000.0,4723000000.0,0.19318553664921467,254000000.0,0.010389397905759162,3039000000.0,0.12430464659685864,0.3322562172774869,0.0,14189000000.0
BROADCOM INC.,20240731,2024,Q3,10-Q,37520000000.0,7076000000.0,0.18859275053304905,426000000.0,0.011353944562899787,4427000000.0,0.11799040511727078,0.3255597014925373,0.0,14189000000.0
BROADCOM INC.,20241031,2024,FY,10-K,51574000000.0,9310000000.0,0.18051731492612558,548000000.0,0.01062550897739171,5741000000.0,0.11131577926862372,0.32495055648194826,0.0,14189000000.0
BROADCOM INC.,20250131,2025,Q1,10-Q,14916000000.0,2308000000.0,0.15473317243228749,122000000.0,0.008179136497720568,1582000000.0,0.10606060606060606,0.41968356127648165,0.0,9348000000.0
BROADCOM INC.,20250430,2025,Q2,10-Q,29920000000.0,4946000000.0,0.16530748663101605,254000000.0,0.008489304812834225,3051000000.0,0.10197192513368984,0.40404411764705883,0.0,9472000000.0
BROADCOM INC.,20250731,2025,Q3,10-Q,45872000000.0,7996000000.0,0.1743111266131845,426000000.0,0.009286710847575864,5373000000.0,0.11713027554935472,0.391873038018835,0.0,10718000000.0
BROADCOM INC.,20251031,2025,FY,10-K,63887000000.0,10977000000.0,0.1718189929093556,623000000.0,0.009751592655782867,7568000000.0,0.11845915444456619,0.3988917933225852,0.0,16178000000.0
BROADCOM INC.,20260131,2026,Q1,10-Q,,,,250000000.0,,2176000000.0,,,0.0,0.0
CADENCE DESIGN SYSTEMS INC,20221231,2022,FY,10-K,3561718000.0,,,123215000.0,0.03459426041028515,270439000.0,0.07592936891691032,0.30145171515543906,0.0,1088940000.0
CADENCE DESIGN SYSTEMS INC,20230331,2023,Q1,10-Q,1021690000.0,350295000.0,0.34285840127631667,26719000.0,0.026151768148851413,74288000.0,0.0727109005667081,0.31561726159598313,0.0,916963000.0
CADENCE DESIGN SYSTEMS INC,20230630,2023,Q2,10-Q,1998269000.0,704711000.0,0.3526607278599628,46655000.0,0.023347707440790004,150896000.0,0.07551335681031933,0.31116481314577765,0.0,882325000.0
CADENCE DESIGN SYSTEMS INC,20230930,2023,Q3,10-Q,3021363000.0,1074353000.0,0.3555855420219285,86295000.0,0.0285616127555676,238928000.0,0.07907954125340119,0.3027431659155156,0.0,961982000.0
CADENCE DESIGN SYSTEMS INC,20231231,2023,FY,10-K,4089986000.0,,,123215000.0,0.030126019991266472,325611000.0,0.07961176395224824,0.3059240300578046,0.0,1008152000.0
CADENCE DESIGN SYSTEMS INC,20240331,2024,Q1,10-Q,1021690000.0,378958000.0,0.37091289921600484,49601000.0,0.04854799400992473,88129000.0,0.08625806262173458,0.31561726159598313,0.0,1012418000.0
CADENCE DESIGN SYSTEMS INC,20240630,2024,Q2,10-Q,2069784000.0,749698000.0,0.3622107427634961,78800000.0,0.03807160553951523,175698000.0,0.08488711865585974,0.3004134730967096,0.0,1058955000.0
CADENCE DESIGN SYSTEMS INC,20240930,2024,Q3,10-Q,3285283000.0,1157067000.0,0.3521970557787564,105340000.0,0.03206420877592585,284711000.0,0.08666254931462525,0.27842258946946125,0.0,2786040000.0
CADENCE DESIGN SYSTEMS INC,20241231,2024,FY,10-K,4641264000.0,,,142542000.0,0.030711892277620924,391219000.0,0.08429147749406196,0.29103343399556675,0.0,2644030000.0
CADENCE DESIGN SYSTEMS INC,20250331,2025,Q1,10-Q,1242366000.0,439102000.0,0.3534401295592442,49601000.0,0.039924627686205194,107613000.0,0.0866194020119675,0.29099315338636117,0.0,2777674000.0
CADENCE DESIGN SYSTEMS INC,20250630,2025,Q2,10-Q,2517807000.0,881159000.0,0.34997082778783284,78800000.0,0.03129707717867176,225938000.0,0.08973602821820735,0.23962003441884147,0.0,2822762000.0
CADENCE DESIGN SYSTEMS INC,20250930,2025,Q3,10-Q,3856645000.0,1304190000.0,0.3381669819234075,105340000.0,0.027313895886191236,342011000.0,0.08868096493195511,0.2667362435484728,0.0,2753246000.0
CADENCE DESIGN SYSTEMS INC,20251231,2025,FY,10-K,5296759000.0,,,142542000.0,0.026911173417555907,455175000.0,0.08593462530577661,0.28168961434718853,0.0,3001317000.0
INTEL CORP,20221231,2022,FY,10-K,79699000000.0,17528000000.0,0.21992747713271182,24844000000.0,0.31172285725040466,3128000000.0,0.03924766935595177,0.29709281170403645,37684000000.0,0.0
INTEL CORP,20230331,2023,Q1,10-Q,18353000000.0,4362000000.0,0.23767231515283604,7413000000.0,0.4039121669481829,739000000.0,0.04026589658366479,0.23652808805099984,48836000000.0,0.0
INTEL CORP,20230630,2023,Q2,10-Q,33674000000.0,8762000000.0,0.26020074835184415,13301000000.0,0.39499316980459703,1661000000.0,0.049325889410227475,0.10812496287937282,46335000000.0,0.0
INTEL CORP,20230930,2023,Q3,10-Q,49012000000.0,13064000000.0,0.2665469680894475,19145000000.0,0.39061862401044645,2433000000.0,0.049640904268342445,0.10293397535297479,46591000000.0,0.0
INTEL CORP,20231231,2023,FY,10-K,79024000000.0,17528000000.0,0.22180603361004253,25750000000.0,0.32585037456975097,3229000000.0,0.04086100425187285,0.2462036849564689,46978000000.0,0.0
INTEL CORP,20240331,2024,Q1,10-Q,17077000000.0,4382000000.0,0.2566024477367219,7413000000.0,0.43409263922234587,1179000000.0,0.06904022954851555,0.1938865140247116,47869000000.0,0.0
INTEL CORP,20240630,2024,Q2,10-Q,34164000000.0,8621000000.0,0.2523416461772626,13301000000.0,0.38932794754712563,1959000000.0,0.0573410607657183,0.1821508020138157,48334000000.0,0.0
INTEL CORP,20240930,2024,Q3,10-Q,51895000000.0,12670000000.0,0.24414683495519798,19054000000.0,0.3671644667116293,2759000000.0,0.05316504480200405,0.1842181327680894,46978000000.0,0.0
INTEL CORP,20241231,2024,FY,10-K,63054000000.0,17528000000.0,0.27798395026485234,25750000000.0,0.4083801186284772,3410000000.0,0.05408062930186824,0.22103276556602278,46978000000.0,0.0
INTEL CORP,20250331,2025,Q1,10-Q,12724000000.0,4382000000.0,0.3443885570575291,5970000000.0,0.46919207796290474,1179000000.0,0.09265954102483495,0.25455831499528453,46282000000.0,0.0
INTEL CORP,20250630,2025,Q2,10-Q,25557000000.0,8621000000.0,0.3373244120984466,11652000000.0,0.4559220565794107,1959000000.0,0.07665218922408733,0.23954298235317134,46282000000.0,9643000000.0
INTEL CORP,20250930,2025,Q3,10-Q,39179000000.0,12670000000.0,0.3233875290334108,18110000000.0,0.46223742310931876,2759000000.0,0.07042037826386585,0.24094540442584036,46282000000.0,11141000000.0
INTEL CORP,20251231,2025,FY,10-K,54228000000.0,16546000000.0,0.3051191266504389,25750000000.0,0.4748469425389098,3410000000.0,0.06288264365272553,0.23987607877849082,46282000000.0,14265000000.0
KLA CORP,20221231,2023,Q2,10-Q,5711810000.0,651341000.0,0.11403408026527494,177994000.0,0.031162451131952918,73387000.0,0.012848291522302038,,0.0,1584908000.0
KLA CORP,20230331,2023,Q3,10-Q,8143728000.0,979617000.0,0.12029097730179593,262908000.0,0.03228349473361586,121517000.0,0.014921544530956829,,0.0,1584908000.0
KLA CORP,20230630,2023,FY,10-K,10499192000.0,1296727000.0,0.1235073137056642,341591000.0,0.032534979834638704,171424000.0,0.016327351666680635,,0.0,1927865000.0
KLA CORP,20230930,2024,Q1,10-Q,2726371000.0,318515000.0,0.11682746038598563,84352000.0,0.03093929622930995,48772000.0,0.01788898136020373,,0.0,1927865000.0
KLA CORP,20231231,2024,Q2,10-Q,5711810000.0,651341000.0,0.11403408026527494,177994000.0,0.031162451131952918,97392000.0,0.01705098734026517,,0.0,1927865000.0
KLA CORP,20240331,2024,Q3,10-Q,8143728000.0,979617000.0,0.12029097730179593,262908000.0,0.03228349473361586,154074000.0,0.018919345046887616,,0.0,1927865000.0
KLA CORP,20240630,2024,FY,10-K,10499192000.0,1296727000.0,0.1235073137056642,341591000.0,0.032534979834638704,212695000.0,0.02025822558535933,,749936000.0,1977129000.0
KLA CORP,20240930,2025,Q1,10-Q,2841541000.0,323145000.0,0.11372174464489515,68045000.0,0.023946513529102695,61700000.0,0.021713570207151683,,749984000.0,1977202000.0
KLA CORP,20241231,2025,Q2,10-Q,5918698000.0,669302000.0,0.11308264081052961,152716000.0,0.02580229638342757,123541000.0,0.02087300281244287,,749936000.0,1977129000.0
KLA CORP,20250331,2025,Q3,10-Q,8982567000.0,1007345000.0,0.11214444601415163,234851000.0,0.026145198805642086,193742000.0,0.021568667397638113,,749936000.0,1977129000.0
KLA CORP,20250630,2025,FY,10-K,12156187000.0,1360334000.0,0.11190466221028025,341591000.0,0.028100176478035425,265011000.0,0.02180050372703217,,749936000.0,2078908000.0
KLA CORP,20250930,2026,Q1,10-Q,3209696000.0,360461000.0,0.11230378204041754,95894000.0,0.029876349660528597,70182000.0,0.021865622164840535,,0.0,2078908000.0
KLA CORP,20251231,2026,Q2,10-Q,6506842000.0,744332000.0,0.11439220439039399,201470000.0,0.030962792703434324,144129000.0,0.02215037648063377,,0.0,2452124000.0
LAM RESEARCH CORP,20221231,2023,Q2,10-Q,10351690000.0,895760000.0,0.0865327304044074,303441000.0,,144194000.0,0.013929512958753595,0.32632372105424334,0.0,5086544000.0
LAM RESEARCH CORP,20230331,2023,Q3,10-Q,14221259000.0,1325211000.0,0.09318520955141876,422898000.0,,218105000.0,0.015336546504075342,0.3037885042386191,0.0,5305648000.0
LAM RESEARCH CORP,20230630,2023,FY,10-K,17428516000.0,1727162000.0,0.09909977418616708,546034000.0,,286600000.0,0.016444314593393954,0.30879404764008594,0.0,5337056000.0
LAM RESEARCH CORP,20230930,2024,Q1,10-Q,5074121000.0,433375000.0,0.08540888165654702,140063000.0,,71110000.0,0.014014249955805153,0.3346077084090033,0.0,5337056000.0
LAM RESEARCH CORP,20231231,2024,Q2,10-Q,10351690000.0,895760000.0,0.0865327304044074,303441000.0,,144194000.0,0.013929512958753595,0.32632372105424334,0.0,5623289000.0
LAM RESEARCH CORP,20240331,2024,Q3,10-Q,14221259000.0,1404615000.0,0.09876868145077732,422898000.0,,218105000.0,0.015336546504075342,0.3037885042386191,0.0,5672232000.0
LAM RESEARCH CORP,20240630,2024,FY,10-K,17428516000.0,1902444000.0,0.10915697010577378,546034000.0,,293058000.0,0.016814856755446073,0.30879404764008594,0.0,5847856000.0
LAM RESEARCH CORP,20240930,2025,Q1,10-Q,4167976000.0,495358000.0,0.1188485730244128,110588000.0,,80011000.0,0.019196607658009547,0.30331196724741216,0.0,6067471000.0
LAM RESEARCH CORP,20241231,2025,Q2,10-Q,8544023000.0,990305000.0,0.11590617206905927,298937000.0,,161970000.0,0.018957111889797113,0.304081695472964,0.0,5847856000.0
LAM RESEARCH CORP,20250331,2025,Q3,10-Q,13264198000.0,1516209000.0,0.11430838110227244,586995000.0,,249085000.0,0.018778745612814285,0.31361413633903834,0.0,5847856000.0
LAM RESEARCH CORP,20250630,2025,FY,10-K,18435591000.0,2096387000.0,0.1137141196070145,759186000.0,,343371000.0,0.018625440323556754,0.32008564303688447,0.0,6390659000.0
LAM RESEARCH CORP,20250930,2026,Q1,10-Q,5324173000.0,576446000.0,0.10826958477870648,185121000.0,,97241000.0,0.018264057159675315,0.34354405839179153,0.0,6693046000.0
LAM RESEARCH CORP,20251231,2026,Q2,10-Q,10668964000.0,1149751000.0,0.10776594615934593,446000000.0,,185780000.0,0.017413124648278877,0.34111006466982174,0.0,6390659000.0
"MARVELL TECHNOLOGY, INC.",20230131,2022,FY,10-K,5919600000.0,1784300000.0,0.3014223934049598,206200000.0,0.03483343469153321,552400000.0,0.0933171160213528,0.04020541928508683,4484800000.0,911000000.0
"MARVELL TECHNOLOGY, INC.",20230430,2024,Q1,10-Q,1446900000.0,480700000.0,0.3322275209067662,99800000.0,0.06897505010712558,143200000.0,0.09897021217775935,0.04824106710899164,0.0,1028300000.0
"MARVELL TECHNOLOGY, INC.",20230731,2024,Q2,10-Q,2963800000.0,955500000.0,0.32239017477562587,210900000.0,0.07115864768202983,296000000.0,0.09987178622039274,0.036743369997975575,0.0,911000000.0
"MARVELL TECHNOLOGY, INC.",20231031,2024,Q3,10-Q,4501100000.0,1436600000.0,0.3191664259847593,265300000.0,0.058941147719446356,454500000.0,0.10097531714469796,0.047699451245251163,0.0,911000000.0
"MARVELL TECHNOLOGY, INC.",20240131,2023,FY,10-K,5919600000.0,1896200000.0,0.3203256976822758,336300000.0,0.056811271031826475,609800000.0,0.1030137171430502,0.04020541928508683,0.0,950800000.0
"MARVELL TECHNOLOGY, INC.",20240430,2025,Q1,10-Q,1321700000.0,480700000.0,0.36369826738291594,99800000.0,0.07550881440568964,143200000.0,0.10834531285465689,-0.1152303851100855,0.0,950800000.0
"MARVELL TECHNOLOGY, INC.",20240731,2025,Q2,10-Q,2662600000.0,962800000.0,0.36160144219935403,210900000.0,0.07920829264628558,296000000.0,0.11116953353864643,-0.03770750394351386,0.0,950800000.0
"MARVELL TECHNOLOGY, INC.",20241031,2025,Q3,10-Q,4081200000.0,1451400000.0,0.3556306968538665,265300000.0,0.06500539057140056,454500000.0,0.11136430461628932,-0.03584729981378026,0.0,950800000.0
"MARVELL TECHNOLOGY, INC.",20250131,2024,FY,10-K,5919600000.0,1950400000.0,0.32948172173795526,336300000.0,0.056811271031826475,609800000.0,0.1030137171430502,0.04020541928508683,0.0,950800000.0
"MARVELL TECHNOLOGY, INC.",20250430,2026,Q1,10-Q,1895300000.0,507700000.0,0.2678731599219121,118800000.0,0.06268136970400465,142100000.0,0.07497493800453754,0.142774230992455,0.0,948300000.0
"MARVELL TECHNOLOGY, INC.",20250731,2026,Q2,10-Q,3901400000.0,1026700000.0,0.2631619418670221,166300000.0,0.04262572409904137,295700000.0,0.07579330496744759,0.1437176398216025,0.0,1224400000.0
"MARVELL TECHNOLOGY, INC.",20251031,2026,Q3,10-Q,5975900000.0,1539200000.0,0.25756789772251876,239800000.0,0.04012784685152027,449800000.0,0.07526899713850634,0.1537006978028414,0.0,2714500000.0
"MARVELL TECHNOLOGY, INC.",20260131,2026,FY,10-K,8194600000.0,2075200000.0,0.2532399384960828,354100000.0,0.04321138310594782,609800000.0,0.07441485856539673,0.16143557952798185,0.0,2638800000.0
MICRON TECHNOLOGY INC,20230228,2023,Q2,10-Q,15473000000.0,1637000000.0,0.10579719511406967,5876000000.0,0.37975828863181027,303000000.0,0.019582498545854067,0.3538421766948879,0.0,9798000000.0
MICRON TECHNOLOGY INC,20230531,2023,Q3,10-Q,24115000000.0,2395000000.0,0.09931577856106158,8454000000.0,0.3505701845324487,448000000.0,0.01857764876632801,0.3574123989218329,0.0,9298000000.0
MICRON TECHNOLOGY INC,20230831,2023,FY,10-K,30758000000.0,3116000000.0,0.10130697704662202,12067000000.0,0.39232069705442485,596000000.0,0.019377072631510502,0.3342545028935561,0.0,8577000000.0
MICRON TECHNOLOGY INC,20231130,2024,Q1,10-Q,4726000000.0,849000000.0,0.17964451967837494,2449000000.0,0.5181972069403301,188000000.0,0.03977994075327973,0.09140922556072789,0.0,8577000000.0
MICRON TECHNOLOGY INC,20240229,2024,Q2,10-Q,10550000000.0,1677000000.0,0.15895734597156397,4654000000.0,0.44113744075829386,401000000.0,0.038009478672985784,0.07592417061611374,0.0,8577000000.0
MICRON TECHNOLOGY INC,20240531,2024,Q3,10-Q,17361000000.0,2527000000.0,0.145556131559242,6215000000.0,0.3579862911122631,620000000.0,0.035712228558262775,0.054201946892460114,0.0,8577000000.0
MICRON TECHNOLOGY INC,20240831,2024,FY,10-K,30758000000.0,3430000000.0,0.11151570323167956,12067000000.0,0.39232069705442485,833000000.0,0.02708238507055075,0.3342545028935561,0.0,8577000000.0
MICRON TECHNOLOGY INC,20241130,2025,Q1,10-Q,8709000000.0,888000000.0,0.10196348604891492,3206000000.0,0.368124928235159,220000000.0,0.02526122402112757,0.2748880468480882,0.0,7041000000.0
MICRON TECHNOLOGY INC,20250228,2025,Q2,10-Q,16762000000.0,1786000000.0,0.10655053096289226,7261000000.0,0.43318219782842143,469000000.0,0.027979954659348525,0.2625581672831404,0.0,7552000000.0
MICRON TECHNOLOGY INC,20250531,2025,Q3,10-Q,26063000000.0,2751000000.0,0.1055519318574224,10199000000.0,0.3913210298123777,722000000.0,0.027702106434408933,0.2643978053178836,0.0,10163000000.0
MICRON TECHNOLOGY INC,20250831,2025,FY,10-K,37378000000.0,3798000000.0,0.10161057306436941,15857000000.0,0.4242335063406282,972000000.0,0.02600460163732677,0.2613837016426775,0.0,9642000000.0
MICRON TECHNOLOGY INC,20251130,2026,Q1,10-Q,13643000000.0,1171000000.0,0.08583156197317306,5389000000.0,0.39500109946492706,290000000.0,0.021256321923330646,0.4497544528329546,0.0,9731000000.0
MICRON TECHNOLOGY INC,20260228,2026,Q2,10-Q,37503000000.0,2421000000.0,0.06455483561315095,11776000000.0,0.3140015465429432,599000000.0,0.01597205556888782,0.59384582566728,0.0,13908000000.0
NVIDIA CORP,20230131,2022,FY,10-K,,7339000000.0,,,,2710000000.0,,,10946000000.0,3389000000.0
NVIDIA CORP,20230430,2024,Q1,10-Q,,1875000000.0,,,,,,,9704000000.0,5079000000.0
NVIDIA CORP,20230731,2024,Q2,10-Q,,3916000000.0,,,,1576000000.0,,,9703000000.0,5783000000.0
NVIDIA CORP,20231031,2024,Q3,10-Q,,6210000000.0,,1324000000.0,,2555000000.0,,,9703000000.0,5519000000.0
NVIDIA CORP,20240131,2023,FY,10-K,,8675000000.0,,1833000000.0,,3549000000.0,,,9703000000.0,7280000000.0
NVIDIA CORP,20240430,2025,Q1,10-Q,,2720000000.0,,369000000.0,,1011000000.0,,,8460000000.0,7587000000.0
NVIDIA CORP,20240731,2025,Q2,10-Q,,5810000000.0,,1346000000.0,,2164000000.0,,,8461000000.0,8563000000.0
NVIDIA CORP,20241031,2025,Q3,10-Q,,9200000000.0,,2159000000.0,,3416000000.0,,,8462000000.0,9107000000.0
NVIDIA CORP,20250131,2024,FY,10-K,,12914000000.0,,3236000000.0,,4737000000.0,,,8463000000.0,8589000000.0
NVIDIA CORP,20250430,2026,Q1,10-Q,,3989000000.0,,1227000000.0,,1474000000.0,,,8464000000.0,15234000000.0
NVIDIA CORP,20250731,2026,Q2,10-Q,,8280000000.0,,3122000000.0,,3099000000.0,,,8466000000.0,11639000000.0
NVIDIA CORP,20251031,2026,Q3,10-Q,,12985000000.0,,4758000000.0,,4753000000.0,,,8463000000.0,11486000000.0
NVIDIA CORP,20260131,2026,FY,10-K,,18497000000.0,,6042000000.0,,6386000000.0,,,8463000000.0,10605000000.0
QUALCOMM INC/DE,20221231,2023,Q1,10-Q,,2251000000.0,,583000000.0,,634000000.0,,,0.0,4808000000.0
QUALCOMM INC/DE,20230331,2023,Q2,10-Q,,4461000000.0,,1074000000.0,,1262000000.0,,,0.0,3488000000.0
QUALCOMM INC/DE,20230630,2023,Q3,10-Q,,6683000000.0,,1628000000.0,,1876000000.0,,,0.0,6087000000.0
QUALCOMM INC/DE,20230930,2023,FY,10-K,,8818000000.0,,2262000000.0,,2484000000.0,,,0.0,8450000000.0
QUALCOMM INC/DE,20231231,2024,Q1,10-Q,,2251000000.0,,398000000.0,,634000000.0,,,0.0,8450000000.0
QUALCOMM INC/DE,20240331,2024,Q2,10-Q,,4461000000.0,,851000000.0,,1307000000.0,,,0.0,9219000000.0
QUALCOMM INC/DE,20240630,2024,Q3,10-Q,,6683000000.0,,1157000000.0,,1951000000.0,,,0.0,8450000000.0
QUALCOMM INC/DE,20240930,2024,FY,10-K,,8893000000.0,,2262000000.0,,2648000000.0,,,0.0,8450000000.0
QUALCOMM INC/DE,20241231,2025,Q1,10-Q,,2230000000.0,,277000000.0,,759000000.0,,,0.0,8713000000.0
QUALCOMM INC/DE,20250331,2025,Q2,10-Q,,4446000000.0,,491000000.0,,1461000000.0,,,0.0,7849000000.0
QUALCOMM INC/DE,20250630,2025,Q3,10-Q,,6672000000.0,,785000000.0,,2120000000.0,,,0.0,7849000000.0
QUALCOMM INC/DE,20250930,2025,FY,10-K,,9042000000.0,,1450000000.0,,2783000000.0,,,0.0,7849000000.0
