year,enterprise_adoption,consumer_adoption,token_volume_index,price_index,price_decline,compute_per_token_index,training_compute_index,compute_demand_index,compute_capacity_index,utilization,overcapacity_ratio,allowed_capacity_growth,global_capacity_capex_bn,token_growth,net_productivity_benefit_ratio,enterprise_roi,governance_cost_ratio,actual_cloud_demand_index,monetized_ai_spend_index,adoption_index,onsite_energy_mwh,onsite_fuel_cost_bn,onsite_carbon_cost_bn,onsite_grid_services_revenue_bn,onsite_grid_equivalent_cost_bn,onsite_net_delta_vs_grid_bn,onsite_power_growth_bonus
2036,0.32820983143875304,0.7603667387311785,107.04755137711871,0.08076573151123084,0.22498810751444911,0.056313514709472656,3.5663255900154662,9.594549449103871,10.039197953351502,0.9557087621626996,0.0,0.32731481481481484,1102.7601743832613,0.5964334936230107,-0.004924287925790138,-0.6777947161580116,0.005467500000000001,0.774910804777551,8.645773793459059,0.4578569036264807,43512672.0,1.74028931664,0.0,0.2227288,2.23350545376,-0.71594493712,0.056
2037,0.3491755371199369,0.7795548574728706,170.82868278582671,0.0625790044443996,0.22517875745732963,0.04223513603210449,4.832374960376207,12.047347616020826,12.53774661639683,0.9608861930791724,0.0,0.3288793103448276,1381.2690138548494,0.5958205544002864,-0.00446512086824309,-0.6508250027485271,0.005467500000000001,0.7539110200061941,10.690288899285179,0.47828933322581696,43512672.0,1.74028931664,0.0,0.2227288,2.23350545376,-0.71594493712,0.056
2038,0.371256245260861,0.795019031688156,272.5599465799749,0.04847825035494494,0.22532723578213748,0.03167635202407837,6.547061694930111,15.18076651046139,15.67521659629033,0.9684565707407223,0.0,0.330241935483871,1731.3252969550613,0.5955162923177946,-0.004093447995124249,-0.625241424529862,0.005467500000000001,0.7359369994741112,13.213229327034442,0.49838508118904945,43512672.0,1.74028931664,0.0,0.2227288,2.23350545376,-0.71594493712,0.056
2039,0.3943681751366874,0.8073298845511537,434.869019213632,0.037549174422703724,0.22544287081776698,0.023757264018058777,8.870112237418565,19.201410340151096,19.6165835571303,0.9788356002068312,0.0,0.3314393939393939,2171.483005018464,0.5954986221206648,-0.0037891761496911236,-0.6010987521263901,0.005467500000000001,0.7209971060242404,16.328972653482765,0.5182566879610273,43512672.0,1.74028931664,0.0,0.2227288,2.23350545376,-0.71594493712,0.056
2040,0.418400800730812,0.8170333527768507,693.91947477441,0.02908059919091704,0.2255329274740657,0.017817948013544083,12.018409841008252,24.382630968124502,24.569770905305703,0.9923833259210085,0.0,0.33249999999999996,2725.1357877565415,0.5956976563407888,-0.0035367653266919433,-0.5783542443208857,0.005467500000000001,0.7090615184040702,20.179594116686285,0.5379905663446236,43512672.0,1.74028931664,0.0,0.2227288,2.23350545376,-0.71594493712,0.056
2041,0.44321828289620935,0.8246210272104718,1107.5071108934,0.022519926920130107,0.22560306366851196,0.013363461010158062,16.28625950556976,31.086387600466512,30.796879734076086,1.0,0.0,0.33344594594594595,3421.7855106315637,0.5960167586497633,-0.003324253222723264,-0.5569065285080507,0.005467500000000001,0.7000631769733445,24.9409792008438,0.5576391061904881,43512672.0,1.74028931664,0.0,0.2227288,2.23350545376,-0.71594493712,0.056
2042,0.4686614893626762,0.8305169971212656,1767.9682473064197,0.017438132327136053,0.22565768579166834,0.010022595757618546,22.072651680889738,39.79228273594735,38.62836831773505,1.0,0.0,0.3342948717948718,4298.644266553998,0.5963493416130222,-0.003142483003161761,-0.5366290605401408,0.005467500000000001,0.6939030919482614,30.830064246704143,0.577218141690253,43512672.0,1.74028931664,0.0,0.2227288,2.23350545376,-0.71594493712,0.056
2043,0.49455073805085387,0.8350758617029865,2822.7222535211813,0.013502341927836104,0.22570022554395555,0.00751694681821391,29.917851763915078,51.13610482622272,48.48095762706955,1.0,0.0,0.33506097560975606,5402.6578084509065,0.5965910348343233,-0.0029844938433584906,-0.5173950412873018,0.005467500000000001,0.6904571722213292,38.11336103435506,0.5967082751464936,43512672.0,1.74028931664,0.0,0.2227288,2.23350545376,-0.71594493712,0.056
2044,0.5206894103617711,0.8385873182098595,4506.8937023587805,0.010454412976866532,0.22573335553634852,0.005637710113660432,40.55238162295886,65.96094182993947,60.8802444062253,1.0,0.0,0.33575581395348836,6793.061585574515,0.5966479510113663,-0.002845040339440357,-0.49909351173095007,0.005467500000000001,0.6895829262332577,47.11692800729768,0.6160587827161976,43512672.0,1.74028931664,0.0,0.2227288,2.23350545376,-0.71594493712,0.056
2045,0.5468685241022252,0.841283961717339,7194.9946300615775,0.00809423351418456,0.2257591572003673,0.004228282585245324,54.96242912311915,85.38489961834215,76.48926262482141,1.0,0.0,0.3363888888888889,8544.60994712973,0.5964420519383274,-0.0027202130074347177,-0.4816378775319814,0.005467500000000001,0.6911253160960695,58.23796666902236,0.6351931553867594,43512672.0,1.74028931664,0.0,0.2227288,2.23350545376,-0.71594493712,0.056
2046,0.5728722467688394,0.8433501091186233,11482.595915899745,0.006266723529428353,0.22577925155650966,0.0031712119389339932,74.47699811839277,110.89074337684875,96.144561972721,1.0,0.0,0.33696808510638293,10751.65624076883,0.5959144525173151,-0.0026071375689356215,-0.46496864674437016,0.005467500000000001,0.6949216307154993,71.95825400508684,0.6540156054737746,43512672.0,1.74028931664,0.0,0.2227288,2.23350545376,-0.71594493712,0.056
