scenario,total_market_cap0_bn,total_dcf_ev_bn,aggregate_fair_value_to_market,aggregate_market_to_fair_value,total_revenue0_bn,total_revenue5_bn,total_revenue10_bn,total_revenue20_bn,revenue_cagr_5y,revenue_cagr_10y,revenue_cagr_20y,total_fcf5_bn,total_fcf10_bn,total_fcf20_bn,fcf_margin5,fcf_margin10,fcf_margin20,total_capex5_bn,capex_to_revenue5,roic20,multiple_value_y5_bn,multiple_value_y10_bn,price_target_ratio_5y_vs_market0,price_target_ratio_10y_vs_market0,terminal_compute_utilization,avg_utilization_5y,avg_overcapacity_5y,terminal_enterprise_adoption,terminal_consumer_adoption,terminal_token_volume_index,terminal_price_index,terminal_compute_demand_index,terminal_compute_capacity_index,avg_net_productivity_benefit_5y,terminal_enterprise_roi,initial_quality_score_weighted,initial_low_quality_revenue_share_weighted,contract_lag_ratio_y3,onsite_net_delta_vs_grid_bn,prob_rapid_dotcom_style_burst,prob_gradual_valuation_deflation,prob_japan_style_prolonged_stagnation,prob_productivity_led_expansion,prob_bubble_score_diagnostic,flags
perspective_D+E,10620.0,5890.530371656465,0.5546638768038102,1.8028936835807485,880.0,2545.905726825177,6365.0071159096515,15885.787964484747,0.23672155195454336,0.2187976891816774,0.15564994900701268,207.55529731539778,338.70329925782175,-2109.3314604959314,0.08152513077309646,0.053213341806204115,-0.13278104084051,621.6173412722949,0.2441635346990915,0.1003686596675469,19230.388057770524,32545.10020028276,1.8107710035565465,3.0645103766744595,0.8719253292972016,0.8371907641206946,0.003463705042866083,0.5728722467688394,0.8433501091186233,7856.069024288603,0.006266723529428353,83.10743937677046,95.3148584911022,-0.0028598735524661893,-0.46496864674437016,0.763528409090909,0.11113636363636363,-0.23650650924522673,-0.5553321250000001,0.4827732671787059,0.28483815162883636,0.10477053299687115,0.12761804819558645,0.3328813006282523,D+E
perspective_A+B+C,10620.0,1996.1431611905125,0.1879607496412912,5.320259692028383,880.0,1268.6192277137711,1438.921118652681,1166.8228052418533,0.0758945893478511,0.05040173747516752,0.014205851335823416,196.53673078752246,156.48779900425805,27.181484667239012,0.15492176572296565,0.10875356332999254,0.023295297747977225,268.91531851679844,0.21197480902242147,0.05809042713670368,8672.239008707407,9310.1142769739,0.8165950102361024,0.8766585948186346,1.0,1.0,0.0,0.47474108828420775,0.8465708360813929,66380.96331612134,0.0007152528051926877,425.0978001165784,6.753077013914643,-0.013230509403345922,-0.8564128735600395,0.763528409090909,0.11113636363636363,-0.0062380715304699505,-0.308987921875,0.9967955941418328,0.0026895727707339752,0.0002900181120033968,0.00022481497542988998,1.3709983621539696,A+B+C
perspective_A+B+D,10620.0,1044.4039370731653,0.09834312025171048,10.168479477166143,880.0,2177.453053120569,4526.94791318872,7499.259823355775,0.19865230704368586,0.17796471728343044,0.11308104332386248,122.15156381104372,3.6077899745996653,-3604.534506161989,0.05609836852095841,0.0007969585786681578,-0.48065203647645177,578.7427163285201,0.2657888377887678,0.04458109352543304,22650.954693230207,39901.41116118152,2.1328582573663097,3.757195024593363,1.0,1.0,0.0,0.47474108828420775,0.8465708360813929,46900.014408981115,0.0007152528051926877,319.94535179285003,95.3148584911022,-0.013230509403345922,-0.8564128735600395,0.763528409090909,0.11113636363636363,-0.19935997283543447,-0.5553321250000001,0.9989507718373302,0.0009017292793097863,8.347112196637935e-05,6.40277613937452e-05,1.5749204545454547,A+B+D
perspective_A+B+E,10620.0,552.5171553151487,0.052026097487302136,19.22112263454062,880.0,2235.4137817282926,4586.426441429678,7616.088502805828,0.20496671473632322,0.1795033427821806,0.11394170921764557,129.87634783248623,13.527129713351258,-3585.753162635555,0.05809946636907345,0.0029493833349553493,-0.4708129588192856,586.8692852852304,0.2625327311132067,0.04527683543604299,10289.906222150616,14184.846489398122,0.968917723366348,1.3356729274386179,1.0,1.0,0.0,0.47474108828420775,0.8465708360813929,66380.96331612134,0.0007152528051926877,425.0978001165784,95.3148584911022,-0.013230509403345922,-0.8564128735600395,0.763528409090909,0.11113636363636363,-0.016125902089126225,-0.5553321250000001,0.9989400227382796,0.0009124670406880159,8.343828934186316e-05,6.407193169054312e-05,1.5888554545454545,A+B+E
perspective_A+C+D,10620.0,3465.9008258681356,0.32635600996875097,3.064138454492538,880.0,1471.3339709062495,2080.8045060011973,2470.1321087671718,0.10827035891485082,0.08987040776853217,0.0529600048192338,239.670989891414,265.91732717818326,254.71295339009555,0.16289366971102534,0.12779543989416478,0.10311713794013279,290.66799772381654,0.197554058746284,0.12055345955368639,18764.64456508145,24131.78432384511,1.7669156840942983,2.2722960756916297,1.0,1.0,0.0,0.47243524882710664,0.8433501091186233,6770.276573583456,0.006266723529428353,74.3011578018463,6.753077013914643,-0.013441792900008681,-0.8578708731904787,0.763528409090909,0.11113636363636363,-0.22460652746795123,-0.308987921875,0.8867583197470157,0.0713136547666215,0.01969251136107561,0.02223551412528703,0.6984119908932159,A+C+D
perspective_A+C+E,10620.0,2907.082000572892,0.2737365348938693,3.6531477261071896,880.0,1540.945263077056,2136.900369204591,2536.35891461021,0.11856418071933383,0.09277351375714504,0.054353883165345396,249.7565656644691,275.5217942646889,267.15280318031154,0.16208010216127958,0.1289352551177878,0.1053292582691783,299.7478716617709,0.19452207605558652,0.12250853655461892,8537.807558949444,8606.021860810677,0.8039366816336576,0.8103598738993104,1.0,1.0,0.0,0.47243524882710664,0.8433501091186233,9923.416115949136,0.006266723529428353,99.20624536471968,6.753077013914643,-0.013441792900008681,-0.8578708731904787,0.763528409090909,0.11113636363636363,-0.04146624209341004,-0.308987921875,0.9535021979808318,0.03088398801817212,0.007334512849871707,0.00827930115112434,0.8872647723776114,A+C+E
perspective_A+D+E,10620.0,5184.269214689685,0.4881609430027952,2.048504728479013,880.0,2511.787431646212,6164.257200967165,14265.975565500905,0.23338891856724397,0.21489797423131085,0.1494522644496492,198.7245729024236,295.26082974880455,-2116.23322105133,0.07911679563273416,0.04789884979206878,-0.14834129017919884,617.9694602057419,0.24602776987411235,0.09532927981749886,18878.800534439677,31259.07574087174,1.777664833751382,2.943415794809015,0.8285216351946195,0.8089354793460833,0.019458041660062396,0.47243524882710664,0.8433501091186233,6770.276573583456,0.006266723529428353,74.3011578018463,89.67920045249389,-0.013441792900008681,-0.8578708731904787,0.763528409090909,0.11113636363636363,-0.234791870526005,-0.5553321250000001,0.6040034541166426,0.22739138652828098,0.08032462709317291,0.08828053226190363,0.4097634814211709,A+D+E
perspective_B+C+D,10620.0,2041.9967050729051,0.19227840914057487,5.200791937429123,880.0,1242.2280914772384,1470.1652632865143,1229.7754854021969,0.07138049306249283,0.05266055262088498,0.01687403459034309,194.36803879608277,159.64639642947137,34.43395189184237,0.15646727048729298,0.10859078255772837,0.02800019377567994,264.8336189206462,0.2131924247548694,0.06098914592828011,8749.664862836175,9739.252883754776,0.8238855803047246,0.9170671265305815,1.0,1.0,0.0,0.5901928196070968,0.8465708360813929,54796.22989242429,0.0007152528051926877,363.20906891157495,6.753077013914643,-0.0026078445647357376,-0.44435577843226315,0.763528409090909,0.11113636363636363,-0.1894004478465679,-0.308987921875,0.9958891965026347,0.0034162332738993345,0.00037607709119543705,0.00031849313227060646,1.3351580357741915,B+C+D
perspective_B+C+E,10620.0,1802.0720207448883,0.16968663095526254,5.893216185449798,880.0,1293.8735706754944,1498.483504034273,1253.4532576443507,0.08014443867661325,0.0546708176880204,0.017844123426322467,201.74502084620454,165.5167845221252,38.84433806484737,0.15592328757505977,0.11045619392973947,0.03098985768152903,271.3727188696825,0.20973665821770093,0.06195090727651677,3947.480187693718,3415.9628064819203,0.3717024658845309,0.32165374825630133,1.0,1.0,0.0,0.5901928196070968,0.8465708360813929,77350.06945958713,0.0007152528051926877,482.3107483714577,6.753077013914643,-0.0026078445647357376,-0.44435577843226315,0.763528409090909,0.11113636363636363,-0.011727575732671625,-0.308987921875,0.9986238770174086,0.0011759267341508327,0.00010838001866310339,9.181622977747441e-05,1.556820310180394,B+C+E
perspective_B+D+E,10620.0,698.0225150467556,0.06572716714187907,15.214408949672118,880.0,2206.8442128950446,4644.678344151003,7882.472352210742,0.20187084675153044,0.1809929283661742,0.11585814852350884,128.91233318568044,22.58347278844477,-3553.3429026469125,0.058414786341699686,0.004862225350197589,-0.450790404821443,581.9887469245242,0.26371990533987144,0.04699345015874125,10329.572994450555,14426.449758016091,0.9726528243362105,1.358422764408295,1.0,1.0,0.0,0.5901928196070968,0.8465708360813929,54796.22989242429,0.0007152528051926877,363.20906891157495,95.3148584911022,-0.0026078445647357376,-0.44435577843226315,0.763528409090909,0.11113636363636363,-0.2011551640908058,-0.5553321250000001,0.9988770427159892,0.0009623272619310891,8.739280529548122e-05,7.323721678418627e-05,1.5888554545454545,B+D+E
perspective_C+D+E,10620.0,2967.5568520282004,0.27943096535105466,3.5787014468624845,880.0,1499.5840172322603,2163.8763453571637,2658.092703420205,0.11249386881151979,0.09414524351897335,0.05682814950082804,246.36203228974628,280.32247324019875,285.9237975068871,0.1642869152102926,0.12954643819720182,0.10756727827399887,293.4214227090741,0.19566854496797964,0.12756503779098444,8566.578696431417,8829.493855048104,0.8066458282892107,0.8314024345619684,1.0,1.0,0.0,0.5728722467688394,0.8433501091186233,7856.069024288603,0.006266723529428353,83.10743937677046,6.753077013914643,-0.0028598735524661893,-0.46496864674437016,0.763528409090909,0.11113636363636363,-0.22653322014173136,-0.308987921875,0.9446732494027634,0.03607842585097714,0.008665268107171427,0.010583056639088009,0.8649308886041999,C+D+E
perspective_A+B+C+D,10620.0,1945.0677257727875,0.1831513866076071,5.459964123244402,880.0,1218.6266766440986,1413.6510877713113,1145.6873770885047,0.06727810918350796,0.04854230148182426,0.013279304991779872,189.46745715507183,150.92062787679208,23.194673522779958,0.15547621005379159,0.1067594607907993,0.020245202999201902,262.46042600158296,0.21537393775455224,0.057197008862306956,8436.023019975137,9105.228127499793,0.7943524500918208,0.8573661137005455,1.0,1.0,0.0,0.47474108828420775,0.8465708360813929,46900.014408981115,0.0007152528051926877,319.94535179285003,6.753077013914643,-0.013230509403345922,-0.8564128735600395,0.763528409090909,0.11113636363636363,-0.1873475458954896,-0.308987921875,0.9974345417813765,0.0021646924562981327,0.00022579049959174348,0.00017497526273361593,1.412909691518775,A+B+C+D
perspective_A+B+C+E,10620.0,1723.051403667094,0.16224589488390717,6.163484140634414,880.0,1268.6192277137711,1438.921118652681,1166.8228052418533,0.0758945893478511,0.05040173747516752,0.014205851335823416,196.53673078752246,156.48779900425805,27.181484667239012,0.15492176572296565,0.10875356332999254,0.023295297747977225,268.91531851679844,0.21197480902242147,0.05809042713670368,3798.736546001697,3189.5555236290697,0.35769647325816356,0.30033479506865063,1.0,1.0,0.0,0.47474108828420775,0.8465708360813929,66380.96331612134,0.0007152528051926877,425.0978001165784,6.753077013914643,-0.013230509403345922,-0.8564128735600395,0.763528409090909,0.11113636363636363,-0.0062380715304699505,-0.308987921875,0.9989043365843611,0.0009438847247960553,8.550066115610718e-05,6.627802968672677e-05,1.5888554545454545,A+B+C+E
perspective_A+B+D+E,10620.0,455.5361736338046,0.042894178308267854,23.313186997389106,880.0,2177.453053120569,4526.94791318872,7499.259823355775,0.19865230704368586,0.17796471728343044,0.11308104332386248,122.15156381104372,3.6077899745996653,-3604.534506161989,0.05609836852095841,0.0007969585786681578,-0.48065203647645177,578.7427163285201,0.2657888377887678,0.04458109352543304,10144.049334610354,13972.593698886632,0.9551835531648167,1.315686788972376,1.0,1.0,0.0,0.47474108828420775,0.8465708360813929,46900.014408981115,0.0007152528051926877,319.94535179285003,95.3148584911022,-0.013230509403345922,-0.8564128735600395,0.763528409090909,0.11113636363636363,-0.19935997283543447,-0.5553321250000001,0.9989406738264445,0.0009118287812051348,8.347027818876586e-05,6.402711416161948e-05,1.5888554545454545,A+B+D+E
perspective_A+C+D+E,10620.0,2816.6308223949263,0.26521947480178215,3.7704621832441716,880.0,1471.3339709062495,2080.8045060011973,2470.1321087671718,0.10827035891485082,0.08987040776853217,0.0529600048192338,239.670989891414,265.91732717818326,254.71295339009555,0.16289366971102534,0.12779543989416478,0.10311713794013279,290.66799772381654,0.197554058746284,0.12055345955368639,8256.703199932694,8409.373115995855,0.7774673446264306,0.7918430429374628,1.0,1.0,0.0,0.47243524882710664,0.8433501091186233,6770.276573583456,0.006266723529428353,74.3011578018463,6.753077013914643,-0.013441792900008681,-0.8578708731904787,0.763528409090909,0.11113636363636363,-0.22460652746795123,-0.308987921875,0.9613158457593797,0.025937073290303588,0.005986974905753919,0.006760106044562867,0.9224591095187059,A+C+D+E
perspective_B+C+D+E,10620.0,1755.5433367161493,0.16530539893749052,6.049409193090816,880.0,1242.2280914772384,1470.1652632865143,1229.7754854021969,0.07138049306249283,0.05266055262088498,0.01687403459034309,194.36803879608277,159.64639642947137,34.43395189184237,0.15646727048729298,0.10859078255772837,0.02800019377567994,264.8336189206462,0.2131924247548694,0.06098914592828011,3833.5020603645116,3338.328755382907,0.3609700621812158,0.31434357395319273,1.0,1.0,0.0,0.5901928196070968,0.8465708360813929,54796.22989242429,0.0007152528051926877,363.20906891157495,6.753077013914643,-0.0026078445647357376,-0.44435577843226315,0.763528409090909,0.11113636363636363,-0.1894004478465679,-0.308987921875,0.9988388262950119,0.0009958878902571646,8.949449072220008e-05,7.579132400878892e-05,1.5888554545454545,B+C+D+E
perspective_A+B+C+D+E,10620.0,1680.2481939042239,0.15821546081960677,6.320494816496945,880.0,1218.6266766440986,1413.6510877713113,1145.6873770885047,0.06727810918350796,0.04854230148182426,0.013279304991779872,189.46745715507183,150.92062787679208,23.194673522779958,0.15547621005379159,0.1067594607907993,0.020245202999201902,262.46042600158296,0.21537393775455224,0.057197008862306956,3694.4765268545834,3119.1248349179673,0.34787914565485717,0.2937029034762681,1.0,1.0,0.0,0.47474108828420775,0.8465708360813929,46900.014408981115,0.0007152528051926877,319.94535179285003,6.753077013914643,-0.013230509403345922,-0.8564128735600395,0.763528409090909,0.11113636363636363,-0.1873475458954896,-0.308987921875,0.9989040987749438,0.0009440676838520167,8.554266443411466e-05,6.629087677008747e-05,1.5888554545454545,A+B+C+D+E
