sector,horizon_years,endpoint_label_highest_probability_weighted,endpoint_label_final_weighted,endpoint_label_short,endpoint_degree_index_weighted,endpoint_cell_weighted,weighted_value_ratio_vs_start,weighted_revenue_cagr,weighted_fcf_margin,weighted_prob_complete_severe_crash,weighted_prob_severe_crash,weighted_prob_moderate_crash,weighted_prob_valuation_deflation,weighted_prob_prolonged_stagnation,weighted_prob_resilient_compounding,weighted_prob_booming_expansion
enterprise_ai_software,10,booming_expansion,resilient_compounding,resilient,15.759090895234268,resilient (+16),3.3505421995867577,0.03329738379861635,0.2052617709062813,0.10487398846591736,0.21847052508174072,0.026278348690922774,0.0002115984243207861,0.0010519105512885511,0.15009687590868326,0.49901675287712643
enterprise_ai_software,20,booming_expansion,prolonged_stagnation,stagnation,5.183325575997502,stagnation (+5),3.36983027556867,-0.00967269295747936,0.2779043598161145,0.3486938690940909,0.0015341652970544157,0.0019551462611317604,0.00626514860268995,0.026301840866564827,0.19511953159282266,0.42013029828564563
frontier_model_providers,5,severe_crash,moderate_crash,moderate crash,-53.96135141308771,moderate crash (-54),0.7893477989109337,0.009051190696183486,3.0176978593483352,0.355092014470111,0.4029188294530542,0.03985908830925669,0.001583922720071808,0.0002767005342655915,0.000185583241791259,0.20008386127144956
frontier_model_providers,10,severe_crash,moderate_crash,moderate crash,-54.334092899689765,moderate crash (-54),1.4652610591252857,-0.05297489526787036,13.365295705741433,0.35651291286867903,0.4133550535480481,0.029094377747439278,0.000557756049126141,0.00043269907719034617,8.974907560129314e-05,0.19995745163391576
frontier_model_providers,20,complete_severe_crash,moderate_crash,moderate crash,-63.92471088558228,moderate crash (-64),1.979792463290273,-0.10606078796610018,-121.52981846960267,0.7954658733703919,0.004535511713902727,5.18862897657682e-08,1.9353972821461797e-09,8.740526910510843e-08,0.00033683565333208386,0.1996616380354172
hyperscaler_cloud_ai,5,complete_severe_crash,moderate_crash,moderate crash,-51.6495551977702,moderate crash (-52),0.5632705480816882,-0.081954428035511,0.44088911985889884,0.349594216168974,0.14889318111471794,0.23702798359186328,0.05345458665896433,0.026657535791151415,0.11456833470255749,0.06980416197177147
hyperscaler_cloud_ai,10,severe_crash,moderate_crash,moderate crash,-60.7203311122193,moderate crash (-61),0.6263317856852106,-0.08989518269815686,2.5413509472534117,0.37564711998280004,0.4240752265818275,0.0019205265544461128,0.0035563766683985956,0.0035887032201051203,0.09626725265738696,0.0949447943350358
hyperscaler_cloud_ai,20,complete_severe_crash,moderate_crash,moderate crash,-64.48387303505311,moderate crash (-64),1.0631922849996613,-0.08460960490815578,-48.848801865635956,0.7281160910380564,0.08365304161058343,5.2638238820901646e-05,2.2805304978315937e-06,2.1229874237754875e-06,0.0006883229682797415,0.18748550262633784
networking_storage_infra,5,booming_expansion,resilient_compounding,resilient,44.96110182925568,resilient (+45),7.034723604652167,0.2364490903284724,0.23390878216128586,0.1000038488129342,0.0028024604044089426,0.014714280298830533,0.10425493454271913,0.004579422249700068,0.07311693272015754,0.7005281209712495
networking_storage_infra,10,booming_expansion,resilient_compounding,resilient,40.09593468265831,resilient (+40),16.338570098773534,0.1732631926244569,0.61124475433468,0.10001329295210774,0.006496367326341037,0.03165803892182987,0.12201921152755532,0.021454678720891466,0.0457783789163571,0.6725800316349174
networking_storage_infra,20,booming_expansion,resilient_compounding,resilient,22.053813854226362,resilient (+22),43.08395912371537,0.10424675738633414,0.9118411633755151,0.11127753656922282,0.22792096991624536,0.010643175275082687,1.3404129298221544e-05,1.5326565068914066e-05,0.0002091590176953689,0.6499204285273866
