path,aggregate_fair_value_to_market,aggregate_market_to_fair_value,revenue_cagr_10y,fcf_margin10,capex_to_revenue5,avg_overcapacity_5y,terminal_enterprise_adoption,terminal_token_volume_index,terminal_compute_utilization,price_target_ratio_5y_vs_market0,price_target_ratio_10y_vs_market0,prob_rapid_dotcom_style_burst,prob_gradual_valuation_deflation,prob_japan_style_prolonged_stagnation,prob_productivity_led_expansion
20,0.25381420473006316,3.9398898145339087,0.06014063900462996,0.14575862455158398,0.20765849110545825,0.0,0.5214711129013998,895.0387526891508,1.0,1.0297465881363372,1.158436375206045,0.9704125607706726,0.02060304350532958,0.004222642270307387,0.004761753453690628
21,0.07238601508804265,13.814823191796181,0.025678096603072298,0.048876334519905223,0.27403946349821684,0.0,0.7365559246821263,18641.549206804833,1.0,1.346581991826079,1.148469768589901,0.9987452628386454,0.0010065151711686066,0.00011531807821608209,0.00013290391196984957
22,0.5129779761272505,1.9494014295692446,0.15268161910758904,0.07071353288046542,0.22351173268834007,0.0,0.7782766892872407,35445.54447752153,1.0,4.254187149059571,7.444544600339798,0.5353467550021901,0.2990748509299777,0.07659186605603492,0.08898652801179742
23,0.6707436694693478,1.490882501792585,0.19085535072912618,0.015166905462286764,0.2467865254501059,0.0,0.46673274463669484,10778.694496809077,1.0,2.6532074645468082,4.418366880197884,0.38970085202881094,0.39673368606416437,0.10695018666636193,0.10661527524066278
24,0.12381434523729284,8.076608555199954,0.07085666950080904,0.054255404533443706,0.24880277174349277,0.0,0.5061537384887447,23829.678914161686,1.0,2.055750427794986,2.3349259665606152,0.9988752274080765,0.0009780033036628439,8.370857753739046e-05,6.306071072320203e-05
25,0.10834066806727718,9.230144301667236,0.10536796878337107,0.03726515753285056,0.24598667674677188,0.0,0.4913879990204357,48261723.566072464,1.0,1.1976096601947357,1.1763240687053218,0.9988942394511123,0.000977575788113596,7.645330420279756e-05,5.173145657116394e-05
26,0.5661403159768933,1.7663465607010655,0.16532896174622547,0.060884618394804,0.2391163237055985,0.0,0.6718847698691506,15939.805705985957,1.0,2.3214918351851677,3.5022345625156186,0.4598929149553585,0.2991063428333652,0.10778959259868096,0.13321114961259525
27,0.6721368048238304,1.4877923554001833,0.3154823490884595,-0.004904892159162455,0.2832194365143403,0.0,0.47258230663683015,30992.810859055484,1.0,5.293529892467339,17.13155300616031,0.3702924276206403,0.3472761220871288,0.1298819607466235,0.15254948954560743
28,0.08711408717859326,11.479199660898614,0.15087278947340832,-0.008135308415905028,0.2517577281202695,0.0,0.45151515498177186,29040.119598664496,1.0,0.8774978932210167,1.7465936381939071,0.9989203737431442,0.0009334402338321608,8.064812223000086e-05,6.553790079354848e-05
29,-0.03644926803968999,10.0,0.11682726642742969,-0.05951916067504336,0.24607087223617966,0.3323833049354959,0.5021313416604511,3684.036260990482,0.6898256738627597,4.145636308496438,2.368241344406555,0.9992086304371754,0.0006560119967268264,8.464854189528638e-05,5.070902420240982e-05
30,0.38800645129029643,2.577276735153627,0.15914640614943187,0.06605147814290362,0.22451297895513025,0.0,0.4675508632134659,18454.893803497147,1.0,2.1422391490215187,3.368092333954213,0.7919804798842144,0.14367984957533983,0.03366803848296037,0.030671632057485344
31,0.34186098601626447,2.9251656108908075,0.10092656289520208,0.12576986956891525,0.19547168057580105,0.0,0.5455289565144472,5146.188108581103,1.0,2.3090658835053888,2.5902766502921484,0.8578139910952204,0.0887765199192783,0.02337341117534455,0.030036077810156728
32,0.5595039524520334,1.7872974723726023,0.14506248543740985,0.10513636032625893,0.20076599424135355,0.0,0.4785049467166917,18346.939601100243,1.0,1.281862527372032,1.734700998617952,0.5047783635919144,0.3151766515286741,0.09205663616770064,0.08798834871171095
33,0.22296002916038038,4.485108850074093,0.11368587742770209,0.06634414277156879,0.23291278558491033,0.0,0.49974114523860813,1250830.1476072357,1.0,2.6856204707426126,3.2065291029374117,0.9877510795799538,0.009326735702405031,0.0014883240645206352,0.0014338606531206382
34,0.20391243404145956,4.904065829534846,0.04820439723745373,0.15434300038031762,0.18411835245219652,0.0,0.4767874968288944,8183.97005612236,1.0,1.0174922948809781,1.357928526409159,0.9933737919580237,0.004993098232827371,0.0007303468847556689,0.000902762924393312
35,0.20336870796314155,4.917177327896677,0.12415743468397555,0.054224018180263345,0.23220987603123772,0.0,0.5790881735930955,53377.6729141736,1.0,0.6959724662758551,0.8105059771047476,0.993802127946264,0.005141262232782516,0.0005857712919071312,0.0004708385290461711
36,0.16373863500566638,6.107294102979384,0.03125193151149808,0.04884597594988857,0.2236195742931801,0.2599487976815829,0.4453746240351168,384.08227654848207,0.7320452561025468,1.5949682469536755,1.1789441027328338,0.9992167336148385,0.0006128158810551017,9.84977000815182e-05,7.19528040245807e-05
37,0.08356977348140938,11.966048947379955,0.08492364481184311,0.019886814066999887,0.26281889475225645,0.0,0.5482827107725151,1805593.516373728,1.0,1.2522006132117411,1.1638070459298047,0.9988927834677055,0.0009468421451359742,8.52338933773722e-05,7.514049378122719e-05
38,0.28252402130300613,3.539522039180885,0.09451348494090062,0.09979646902961986,0.21574208121579713,0.0,0.5045864083646089,9291.476107606191,1.0,1.3581472489521815,1.4094874861564683,0.9455121662613284,0.037749722397127296,0.007936109660241872,0.00880200168130249
39,0.1926014087955487,5.192070017834218,0.11524795700918777,0.05378020665590172,0.2385663325787931,0.0,0.5615366147406344,13553869.225028591,1.0,2.293410090892774,2.667440885873979,0.9959836943706947,0.0034010527464313728,0.0003510108132939944,0.0002642420695798961
40,0.27434768716894214,3.6450097696074404,0.1105618776942745,0.10765389402817757,0.19389528160152597,0.0,0.5036711937358382,14364353.691926103,1.0,1.4664889533534289,2.310489249115391,0.9507186672647777,0.035148416486191186,0.005770367339034577,0.008362548909996584
41,0.2506631508980801,3.989417656393384,0.16736462813524522,0.04012939884342435,0.24090781484460247,0.0,0.5465503674375819,55543.023178889365,1.0,3.3533072747688633,6.637699401998495,0.9725708716577668,0.021060768481121084,0.0033043875518473137,0.003063972309264751
42,0.27029039356484064,3.699724532607584,0.13555420625216663,0.0690117740184292,0.22239148295707606,0.0,0.48880837691365536,2885.450356216395,1.0,1.3762708102024455,1.7257038425050235,0.9589913797193009,0.03128782900725359,0.0052954066341955475,0.0044253846392497895
43,0.12305670604377165,8.126334859347663,-0.08821620800730723,0.23949876560006655,0.25906585909879676,0.0,0.6818011132414079,510.4249297273135,1.0,0.2680027120969317,0.14276635586521322,0.9986789551214481,0.0011279214976357159,0.00010017485633625694,9.294852458000243e-05
44,0.34587518803682565,2.8912163537256363,0.0934289952121039,0.11464321798635041,0.19395066114753776,0.06304730895370488,0.495942540754548,232.899656078849,0.7826278668838234,1.0624794075485218,1.8851297686036652,0.8581943827129205,0.08217277765338853,0.027413965833008445,0.03221887380068254
45,0.15421642262353832,6.484393704561062,0.003970964688280176,0.10228019519842584,0.25131859897066433,0.0,0.4775144293247483,5868.192348423709,1.0,0.7387381785410243,0.5589333190060566,0.9988365761628574,0.0009717013572451096,9.868758162676838e-05,9.303489827061824e-05
46,0.2303849426838742,4.340561446205985,0.029638301379499854,0.13124005622615145,0.21984797612619075,0.0,0.5517821324065558,75300.03580511965,1.0,1.0181482549505367,1.2043533287747084,0.9837965507455929,0.011899148605572124,0.0020747655193011517,0.0022295351295338766
47,0.7188481092605172,1.391114460923748,0.15524371052364216,0.07500111670454274,0.21169892829630804,0.03663814712687703,0.47984633327595827,1746.7125342219601,0.7978781595156283,1.625358361282765,3.130036724238824,0.31041767960841604,0.3133417133736112,0.13423876962844952,0.2420018373895232
48,0.07790753061096485,12.835729642023312,-0.007327175306631628,0.06679542288468311,0.27024688122528884,0.19082959018974602,0.4918488424245881,750.3986116251766,0.7098485659184873,0.4801537221774125,0.4271345125217233,0.9991409061052289,0.0007031217111204909,9.246247908624638e-05,6.350970456448194e-05
49,0.4688327630014838,2.1329567362100823,0.14186053885971073,0.11008220702803434,0.192012313298826,0.0,0.674719719486832,11426.194487587623,1.0,2.5166845548476067,3.9737423910924967,0.5642267487922233,0.21331319678880384,0.06772867715133994,0.15473137726763284
50,0.30759602727954183,3.2510172801783446,0.15508694534475054,0.02400420837197826,0.24563686797437015,0.0,0.4453615771719511,16843.348400838855,1.0,3.549251951777768,6.216980610478898,0.9195358992083434,0.06273161982544513,0.010218804724873168,0.007513676241338457
51,0.14945887276336642,6.690803841289964,-0.017926114255885084,0.1262222448336066,0.26939509883139867,0.042271429657210514,0.551475894515342,93.75898089346127,0.7954638694529358,0.3121210061949889,0.23292454069142784,0.9989299463356314,0.0008956365539489579,9.403473458695526e-05,8.038237583282769e-05
52,0.1417856832625479,7.052898268637437,0.1844186500877274,0.009114390041917974,0.24910418571514117,0.0,0.48583138085811445,170952.3377272635,1.0,1.4203376208429819,2.274134134235183,0.9988947726144533,0.0009667327681210895,7.320193503965229e-05,6.529268238620148e-05
53,0.792694218643031,1.261520491106702,0.15319561893943257,0.11914215182124634,0.19126879152424403,0.0,0.4900582303212684,2810.064664046363,1.0,2.466443370827866,4.311716902695526,0.26832155470150115,0.3467906525504062,0.1531991563027212,0.23168863644537152
54,0.2144437188581033,4.663228213560766,0.1113185262928802,0.05564297706973377,0.23678414323710023,0.0,0.4723528299828168,4031.516323974368,1.0,1.9270940144317836,2.782773942279561,0.9909474042391944,0.007310334394894486,0.0009607359541336664,0.0007815254117775803
55,0.2188272736264382,4.569814280586925,0.09170946324917173,0.04498907370073122,0.23960060865639846,0.0,0.5854758405359678,2331.0701889797915,1.0,1.6709045479111957,1.8300774545054856,0.9890771385054901,0.00851644693323059,0.0012478601873799756,0.0011585543738993754
56,0.15338875350219533,6.519382791553149,0.1370972772857244,0.022287284901899962,0.27371576103628453,0.14549940653517632,0.5391169253685468,1844.9697714057297,0.7331551528542343,3.9313662683595254,5.147466853863198,0.999074885241729,0.0007638663641372327,9.290849375758415e-05,6.833990037602008e-05
57,0.1157692510229034,8.637872242968587,0.08090953644616428,0.06856986403617948,0.2544326340577437,0.0,0.6405418190953436,44200.3901609344,1.0,2.007934236502299,2.0084871649516316,0.9988305395193608,0.0008980660173813512,0.00011830903995425062,0.00015308542330351343
58,-0.48141434493566754,10.0,-0.035363372355327716,-0.7756464841352553,0.39559608956074105,1.4450235674169816,0.44529401784277306,5331.628082191327,0.45280751770335154,0.8609836149189455,0.27069213742418347,0.9997598909960083,0.0001860663355172452,5.007818284533655e-05,3.96448562908026e-06
59,0.055771088369285154,17.930437243371614,0.014250105512089606,0.035425647596599094,0.27611676467665675,0.0,0.6700239369183678,11894.119785656361,1.0,1.153550805824586,0.7549048661697776,0.9987550077272028,0.0010707607412484743,9.034873832891302e-05,8.388279321988707e-05
60,0.2898416376679152,3.4501599150697104,0.08090836272850233,0.129183367718898,0.20997927421975002,0.0,0.4678262471392047,306.90198258140697,1.0,1.5118215900269134,1.709147460926439,0.9369710455296419,0.040645001309201796,0.010346412938279124,0.012037540222877069
61,-2.2364014186810737,10.0,0.31032721217890535,-0.07791962064650373,0.32233941408509303,0.0,0.6931209702038587,436979.66120006295,1.0,5.768783294184519,20.95246042359569,0.9988741314492436,0.0009265376545019068,9.768007853513037e-05,0.00010165081771935514
62,0.2501289372568418,3.9979380673302995,0.21814567935964946,0.00815885939275295,0.2518068795482678,0.21444229386917524,0.4771933708203998,2685.8655665033293,0.7060547017571047,4.534208408649932,8.914687396594921,0.9784079590843371,0.015492814272773752,0.0032853924391971633,0.002813834203692026
63,0.11283740587385394,8.862309375651062,0.09248232038860027,0.028970767313678918,0.2570220519921985,0.0,0.5106861319281352,3789.658140112282,1.0,2.09151391486443,2.1740061967146564,0.9988678847888899,0.0009663336247240651,9.048471362688302e-05,7.529687275908286e-05
64,-1.593961429531469,10.0,0.24047028729854047,-0.08205079562152298,0.3195063880119727,0.0,0.5714001917965874,220280.50142225664,1.0,5.597691905004932,13.1628548555946,0.9989098565847915,0.000885758837041224,0.00010092498943459029,0.00010345958873268934
65,0.17976449869323186,5.5628336366153155,0.11220467694451086,0.06029973207681231,0.2225086587592045,0.0,0.4303949362045319,139591.7135980268,1.0,1.42519789760424,2.051840419184217,0.9977700374792334,0.001944114595424899,0.00016133614867073532,0.00012451177667101228
66,0.14441906820451528,6.924293394442043,-0.06642243561945538,0.23329792953882267,0.24054161367089322,0.0,0.510916237096379,303.77197368575503,1.0,0.293570943916814,0.1484755011019453,0.9988166494285576,0.0009542130149543576,0.00010527254367853793,0.00012386501280934912
67,0.6925366049735941,1.4439669944062077,0.1745373960895611,0.07043848760827058,0.23202179588621066,0.0,0.5233102384302093,239203.59690636152,1.0,4.1915953608849765,7.909813409670069,0.3390942221008533,0.35324641261112166,0.14079890896949115,0.16686045631853386
68,0.13594154001211708,7.356103218419223,0.0019753902555332825,0.1085675747526022,0.25467281785735635,0.04199371183422258,0.4654478086917819,56.231184387293816,0.7957572042933777,0.5750805039005189,0.5431759078512074,0.9989089785028161,0.0009593913456557402,7.779847549929229e-05,5.383167602883312e-05
69,6.641450908308857,0.1505695086519332,0.26365429379714134,0.0433765331524654,0.21947134925924325,0.0,0.6419878314956151,2333126.462298613,1.0,2.4437182334744243,4.37851120760313,0.19630985390116382,0.4634528278798338,0.14021463214416327,0.20002268607483908
70,0.16238661694333575,6.15814294812821,0.005698607088174823,0.16831169182353597,0.194906182106811,0.0,0.5573636312521355,199668.4486568511,1.0,0.9834994536174679,0.9106231122213978,0.9988031597437715,0.001002278403121699,9.735087672570521e-05,9.72109763808967e-05
71,-0.0942858625306807,10.0,0.1862797171888826,-0.029554576664435547,0.280570153247986,0.0325224543113666,0.6821489514969815,24074.729666602216,0.8421640033077944,1.1851121748627471,1.566314772195648,0.9988981968791223,0.0009606476589256625,8.222141256883685e-05,5.8934049383114434e-05
72,1.8683767637642168,0.5352239545011794,0.24781723870680938,0.058391826785659295,0.24332552597589716,0.0,0.5105683735194289,75896.30434412151,1.0,5.3343416086998054,12.981557924281937,0.17865680636119707,0.34236590377302056,0.17418877349448791,0.30478851637129434
73,0.1925928573532479,5.1923005543545715,0.09000152074248136,0.07714303422659469,0.2296165911240567,0.0,0.5405918317285516,630629.857862258,1.0,0.8733538891006668,0.9008330403194857,0.995952981396668,0.0032737795417702637,0.0003715694726543647,0.00040166958890747
74,0.1972462275178026,5.06980545374306,0.03632467302158626,0.15419942241152784,0.19555401244767825,0.0,0.6042560319687397,1259974.0637838114,1.0,0.7560244227352464,0.9245874097027305,0.9947720591108162,0.004050903433947097,0.000526329003431075,0.0006507084518054884
75,0.23812718698202848,4.199436497250817,0.11422842735792083,0.07931716901241022,0.20218687469743543,0.01711048141566951,0.5262267482843885,643.5823772328612,0.8962644422561447,1.2431394796900277,1.699465224540352,0.9796530858662715,0.014404914643944493,0.0026841747898609636,0.0032578246999228786
76,0.2646679825108915,3.7783187468051542,0.11604725327304322,0.06341557031520147,0.22958050010655398,0.0,0.7314381525099838,131255.44070106378,1.0,1.1004406058249956,0.9905622191357575,0.9589339484523798,0.029859468512574972,0.005017974919142833,0.006188608115902454
77,0.8713991468498724,1.1475797326805088,0.21266522396351628,0.04658442419157295,0.24289770018515738,0.0,0.6083561911037795,45130.33483000409,1.0,2.430710049064987,5.343381200394982,0.22663916695021136,0.3770608096296902,0.15288476056836095,0.24341526285173753
78,-0.02591963647459642,10.0,0.06472554176228251,-0.024843400147264653,0.28503641001279045,0.18005175615281027,0.4819918113145745,4260.670130698492,0.7373262952785935,0.6976015918405973,1.017298617614888,0.9991192129007512,0.0007307624909468634,8.97667396023559e-05,6.025786869947751e-05
79,0.5940130723236152,1.6834646350260878,0.13757280108856373,0.130646618779353,0.1821439353555507,0.0,0.6770222904136756,3157686.0735311056,1.0,2.690433803209094,3.4012790774017487,0.3810833001587103,0.28804772337806406,0.11330966035942024,0.21755931610380538
80,0.3361596947849694,2.9747766181179696,0.11214790443772515,0.09007320311878814,0.22852451868753526,0.0,0.5196587304207523,4837.923244936894,1.0,3.650204261007433,4.0370073075254345,0.8706354722178373,0.08323925237327826,0.02201719813161725,0.024108077277267107
81,0.04086756388215336,24.46928333882643,0.12366099842883194,0.0029181955578880064,0.271895979324998,0.1208346051359848,0.4495055451499484,7842.274934945204,0.7524128592811085,1.0413587493828866,2.149216520552518,0.9990905231828324,0.0007246664419758096,0.00010089407024981684,8.391630494198868e-05
82,-0.12092403507386051,10.0,0.18771029948783924,-0.031200451122017976,0.2869027967606488,0.11095622948142717,0.6034875232987267,13004.275682681875,0.7586933771405913,2.1291045151193515,3.748374555986576,0.9989833909933085,0.0008772880515009639,8.136187310183879e-05,5.7959082088927824e-05
83,0.010256335163887615,97.50071385351985,-0.006171503648953136,-0.07240325983119777,0.29583963112076517,0.0,0.5979797360618928,3335.047837255716,1.0,0.6674390957247334,0.5669378132230602,0.9988818189019785,0.0009316813640434571,9.81790689117231e-05,8.83206650663909e-05
84,0.3269264108330883,3.0587923363296214,0.12098769648447227,0.09177383672826256,0.21727823081175376,0.0,0.517336634748679,32897.857943432915,1.0,4.777135352797859,6.932541755137373,0.8840090146602589,0.07576606334313485,0.018350617272199127,0.02187430472440725
85,0.29137104587672635,3.4320500068599173,0.28902487134018573,-0.008461655314099682,0.2754622677980166,0.06335769741184745,0.8383095773855651,61123.70261555508,0.7758238039023709,11.349769954452237,39.614884466434326,0.9314899096927927,0.047656403798088436,0.010275968277065232,0.010577718232053501
86,0.748084042419889,1.33674820380504,0.21417867014288805,0.021783130526714465,0.2579969164665498,0.0,0.4843168425702286,16614.573527747983,1.0,2.354008674794615,4.064723998162102,0.3288898839138939,0.40213992538634374,0.13839832642661512,0.13057186427314715
87,1.0050205610840859,0.9950045190332522,0.26087630423348274,0.04474123828183758,0.2442775605102379,0.0,0.5711851274082954,154188.65714193773,1.0,6.1642502867837035,13.27854503900987,0.16874880845771276,0.36212691427086724,0.15069744502123042,0.3184268322501896
88,0.11126755189391135,8.987346112849282,0.07036879647021044,0.06568050990610212,0.2584379539638597,0.0,0.47447959468750056,5571.473607377161,1.0,1.8661576236942699,1.6348967429707877,0.9989191276506977,0.0008280956044655922,0.00011492691015048149,0.00013784983468635787
89,0.5428763124741562,1.842040216200454,0.14604621790700523,0.11576570000054268,0.19846462850164495,0.0,0.637718083954051,5562.661026062526,1.0,2.844719037675871,4.1552171326010665,0.4786828126980701,0.27221082668358415,0.10583034525677262,0.14327601536157322
90,0.6235716967401013,1.6036648315306563,0.19924311827099217,0.048086534320354396,0.23948369712280926,0.0,0.554731578669319,49080.27619505643,1.0,1.8630010722281807,2.750830859099164,0.42138152336387796,0.3501310096478839,0.11214359262142887,0.11634387436680929
91,-0.1434606881261158,10.0,0.0037615508354289506,-0.31604412045589725,0.36715877785674167,1.4503693754465448,0.47105327547578,1813.615790759669,0.4603188138297647,1.0822092729371957,0.6770373032619847,0.9997611177205581,0.00016444103552722359,6.508747929678242e-05,9.353764617976653e-06
92,-0.34584139010862125,10.0,0.14226096112702025,-0.08121159746869434,0.298705361064512,0.046512010534419314,0.5793259209178797,23453.47556973038,0.8728726491736807,1.933094062819338,2.0035293165949946,0.9989285868380728,0.0009327633298522938,8.24050307754884e-05,5.6244801299455146e-05
93,0.08964990315835344,11.154501731403393,-0.06878954953362415,0.14370028476311383,0.27424646140754083,0.1451355605782279,0.42773702896019367,369.2639554381529,0.7360610409798529,0.35285375545164904,0.23528020219388343,0.999029784240319,0.0008286494005791329,8.627980807503459e-05,5.52865510268947e-05
94,0.11375285632452571,8.79098804470543,-0.11477624844393575,0.2655683721623635,0.28001092527189864,0.0,0.45094156237298383,439.5345605535728,1.0,0.1765199609123377,0.06028599310925217,0.9987334390828964,0.0011138982396634214,8.76047526432763e-05,6.505792479684592e-05
95,0.14610615817923284,6.8443384759543795,0.09367754423606844,0.04412417452291858,0.2506927993213755,0.0,0.578119203646459,79854.1126123931,1.0,1.7445349462259958,2.069069107625263,0.9988828677964815,0.0009384218345916333,9.054320618858101e-05,8.816716273838806e-05
96,-0.08418392493006835,10.0,-0.08168509817878677,0.1530138519864767,0.4446301967454801,0.07193727612735797,0.46071945415720306,2927.587343616794,0.7808388654592928,0.15423183154003134,0.08255846078769982,0.9989840216175891,0.0008474541853627576,9.604235254339325e-05,7.248184450460257e-05
97,0.4232898162675035,2.362447575086562,0.1634334791121672,0.05603224344188627,0.2349372586244295,0.0,0.4696012736109231,54881.66561278111,1.0,1.2190147007795722,1.6495606923778345,0.7190777347264714,0.17515304361590273,0.049500438127184875,0.056268783530440826
98,0.2413089100202496,4.144065794819115,0.1363198257114877,0.07565653780973433,0.2296330408286168,0.0,0.4838717933571353,16775.133695360255,1.0,3.49038791372613,4.658954743449185,0.9782423055618,0.015846668817184172,0.002890435443397017,0.0030205901776188043
99,-0.6957955637495338,10.0,0.28023326608924015,-0.04609058183895506,0.2933397666862423,0.0,0.4515988840895478,342248.8973868078,1.0,6.54847081154599,20.546640492257616,0.9988851676100101,0.0009625635101902449,8.164415916016681e-05,7.062472063954346e-05
100,1.0893987282763944,0.9179375503606125,0.2113727307658937,0.05306573204585619,0.24390279904157225,0.0,0.4922069246634122,129369.19124305806,1.0,3.8473761070620345,8.14988866655321,0.19281148041751223,0.37583801418931684,0.16944300613277638,0.2619074992603946
101,-0.09127572710239988,10.0,0.06857699783562543,-0.039504228237318875,0.2974941159916308,0.0,0.46646556262167627,19686.20761818991,1.0,1.4606242353264156,1.3040122107797862,0.99887489161395,0.0009453176985208681,8.586216935064567e-05,9.392851817840746e-05
102,0.2639062639885949,3.789224192280697,0.11077048987722593,0.08781722969468023,0.21063304735473426,0.0,0.5247299356692425,3579.5768142767306,1.0,1.6262481504417277,2.188077017976462,0.9628963834776951,0.027624564293579595,0.004637397302171486,0.004841654926553939
103,0.2591135623669415,3.859311688918307,0.1789732766274874,0.03536869073240333,0.24413062802106575,0.0,0.5629586846682428,30086.86924913329,1.0,0.9125436210950143,1.0433405668136135,0.9670760312909261,0.025158463200207662,0.004094516336271779,0.00367098917259443
104,0.21800532609880344,4.587043894270658,0.27932468206158223,-0.01452361567432244,0.2798872965174434,0.0,0.5741804915690112,71727.27685382136,1.0,6.242456276681944,19.664328489110034,0.9893239739525351,0.008061692991207303,0.001188651046943472,0.001425682009313839
